# PC-SAFT-Titan -- Daniel Cordier
# https://www.researchgate.net/profile/Daniel_Cordier
# http://orcid.org/0000-0003-4515-6271
#
# Computation date: 07/07/2021 -- 20h 49min 18s
# Temperature:   120.00 K
# Species 1: N2    
# Species 2: CH4   
#
# yN2 (vap)      P (bar)      
  7.8607819E-01  8.6611755E+00
  7.8629081E-01  8.6690513E+00
  7.8650298E-01  8.6769233E+00
  7.8671469E-01  8.6847917E+00
  7.8692596E-01  8.6926565E+00
  7.8713677E-01  8.7005175E+00
  7.8734714E-01  8.7083749E+00
  7.8755706E-01  8.7162287E+00
  7.8776653E-01  8.7240788E+00
  7.8797556E-01  8.7319253E+00
  7.8818415E-01  8.7397681E+00
  7.8839230E-01  8.7476073E+00
  7.8860001E-01  8.7554428E+00
  7.8880728E-01  8.7632748E+00
  7.8901412E-01  8.7711031E+00
  7.8922052E-01  8.7789278E+00
  7.8942649E-01  8.7867488E+00
  7.8963203E-01  8.7945663E+00
  7.8983714E-01  8.8023802E+00
  7.9004183E-01  8.8101904E+00
  7.9024608E-01  8.8179971E+00
  7.9044991E-01  8.8258002E+00
  7.9065332E-01  8.8335996E+00
  7.9085630E-01  8.8413955E+00
  7.9105887E-01  8.8491879E+00
  7.9126101E-01  8.8569766E+00
  7.9146274E-01  8.8647618E+00
  7.9166405E-01  8.8725434E+00
  7.9186495E-01  8.8803214E+00
  7.9206543E-01  8.8880959E+00
  7.9226550E-01  8.8958668E+00
  7.9246516E-01  8.9036342E+00
  7.9266441E-01  8.9113980E+00
  7.9286325E-01  8.9191583E+00
  7.9306169E-01  8.9269150E+00
  7.9325972E-01  8.9346683E+00
  7.9345735E-01  8.9424179E+00
  7.9365457E-01  8.9501641E+00
  7.9385140E-01  8.9579067E+00
  7.9404782E-01  8.9656458E+00
  7.9424385E-01  8.9733814E+00
  7.9443948E-01  8.9811135E+00
  7.9463471E-01  8.9888421E+00
  7.9482956E-01  8.9965672E+00
  7.9502400E-01  9.0042888E+00
  7.9521806E-01  9.0120069E+00
  7.9541173E-01  9.0197215E+00
  7.9560501E-01  9.0274327E+00
  7.9579790E-01  9.0351403E+00
  7.9599040E-01  9.0428445E+00
  7.9618252E-01  9.0505452E+00
  7.9637426E-01  9.0582424E+00
  7.9656561E-01  9.0659362E+00
  7.9675658E-01  9.0736265E+00
  7.9694718E-01  9.0813134E+00
  7.9713739E-01  9.0889968E+00
  7.9732723E-01  9.0966768E+00
  7.9751669E-01  9.1043533E+00
  7.9770578E-01  9.1120264E+00
  7.9789449E-01  9.1196960E+00
  7.9808284E-01  9.1273623E+00
  7.9827081E-01  9.1350251E+00
  7.9845841E-01  9.1426844E+00
  7.9864564E-01  9.1503404E+00
  7.9883251E-01  9.1579929E+00
  7.9901901E-01  9.1656421E+00
  7.9920515E-01  9.1732878E+00
  7.9939092E-01  9.1809301E+00
  7.9957633E-01  9.1885691E+00
  7.9976138E-01  9.1962046E+00
  7.9994607E-01  9.2038367E+00
  8.0013040E-01  9.2114655E+00
  8.0031437E-01  9.2190909E+00
  8.0049799E-01  9.2267129E+00
  8.0068125E-01  9.2343316E+00
  8.0086416E-01  9.2419468E+00
  8.0104671E-01  9.2495587E+00
  8.0122892E-01  9.2571673E+00
  8.0141077E-01  9.2647725E+00
  8.0159227E-01  9.2723743E+00
  8.0177343E-01  9.2799728E+00
  8.0195424E-01  9.2875680E+00
  8.0213470E-01  9.2951598E+00
  8.0231482E-01  9.3027483E+00
  8.0249459E-01  9.3103334E+00
  8.0267402E-01  9.3179152E+00
  8.0285311E-01  9.3254937E+00
  8.0303187E-01  9.3330689E+00
  8.0321028E-01  9.3406408E+00
  8.0338835E-01  9.3482093E+00
  8.0356609E-01  9.3557746E+00
  8.0374349E-01  9.3633365E+00
  8.0392055E-01  9.3708952E+00
  8.0409728E-01  9.3784505E+00
  8.0427368E-01  9.3860026E+00
  8.0444975E-01  9.3935513E+00
  8.0462549E-01  9.4010968E+00
  8.0480090E-01  9.4086391E+00
  8.0497597E-01  9.4161780E+00
  8.0515073E-01  9.4237137E+00
  8.0532515E-01  9.4312461E+00
  8.0549925E-01  9.4387752E+00
  8.0567303E-01  9.4463011E+00
  8.0584649E-01  9.4538237E+00
  8.0601962E-01  9.4613431E+00
  8.0619243E-01  9.4688593E+00
  8.0636492E-01  9.4763722E+00
  8.0653709E-01  9.4838818E+00
  8.0670895E-01  9.4913882E+00
  8.0688048E-01  9.4988914E+00
  8.0705170E-01  9.5063914E+00
  8.0722261E-01  9.5138882E+00
  8.0739320E-01  9.5213817E+00
  8.0756348E-01  9.5288720E+00
  8.0773345E-01  9.5363591E+00
  8.0790311E-01  9.5438430E+00
  8.0807246E-01  9.5513237E+00
  8.0824149E-01  9.5588013E+00
  8.0841022E-01  9.5662756E+00
  8.0857865E-01  9.5737467E+00
  8.0874677E-01  9.5812146E+00
  8.0891458E-01  9.5886794E+00
  8.0908209E-01  9.5961410E+00
  8.0924929E-01  9.6035994E+00
  8.0941620E-01  9.6110546E+00
  8.0958280E-01  9.6185067E+00
  8.0974910E-01  9.6259556E+00
  8.0991510E-01  9.6334014E+00
  8.1008081E-01  9.6408440E+00
  8.1024621E-01  9.6482835E+00
  8.1041132E-01  9.6557198E+00
  8.1057614E-01  9.6631529E+00
  8.1074066E-01  9.6705830E+00
  8.1090489E-01  9.6780099E+00
  8.1106882E-01  9.6854337E+00
  8.1123246E-01  9.6928543E+00
  8.1139581E-01  9.7002718E+00
  8.1155887E-01  9.7076862E+00
  8.1172165E-01  9.7150975E+00
  8.1188413E-01  9.7225057E+00
  8.1204633E-01  9.7299108E+00
  8.1220824E-01  9.7373128E+00
  8.1236986E-01  9.7447117E+00
  8.1253120E-01  9.7521075E+00
  8.1269226E-01  9.7595002E+00
  8.1285303E-01  9.7668898E+00
  8.1301352E-01  9.7742763E+00
  8.1317373E-01  9.7816598E+00
  8.1333366E-01  9.7890402E+00
  8.1349331E-01  9.7964175E+00
  8.1365268E-01  9.8037917E+00
  8.1381178E-01  9.8111629E+00
  8.1397059E-01  9.8185311E+00
  8.1412914E-01  9.8258961E+00
  8.1428740E-01  9.8332582E+00
  8.1444539E-01  9.8406172E+00
  8.1460311E-01  9.8479731E+00
  8.1476056E-01  9.8553260E+00
  8.1491773E-01  9.8626759E+00
  8.1507464E-01  9.8700227E+00
  8.1523127E-01  9.8773665E+00
  8.1538763E-01  9.8847073E+00
  8.1554373E-01  9.8920451E+00
  8.1569956E-01  9.8993799E+00
  8.1585512E-01  9.9067116E+00
  8.1601041E-01  9.9140404E+00
  8.1616544E-01  9.9213661E+00
  8.1632021E-01  9.9286889E+00
  8.1647471E-01  9.9360086E+00
  8.1662895E-01  9.9433254E+00
  8.1678293E-01  9.9506391E+00
  8.1693664E-01  9.9579499E+00
  8.1709010E-01  9.9652577E+00
  8.1724330E-01  9.9725626E+00
  8.1739623E-01  9.9798645E+00
  8.1754891E-01  9.9871634E+00
  8.1770133E-01  9.9944593E+00
  8.1785350E-01  1.0001752E+01
  8.1800541E-01  1.0009042E+01
  8.1815706E-01  1.0016329E+01
  8.1830847E-01  1.0023613E+01
  8.1845961E-01  1.0030895E+01
  8.1861051E-01  1.0038173E+01
  8.1876115E-01  1.0045448E+01
  8.1891154E-01  1.0052721E+01
  8.1906168E-01  1.0059990E+01
  8.1921158E-01  1.0067257E+01
  8.1936122E-01  1.0074520E+01
  8.1951061E-01  1.0081781E+01
  8.1965976E-01  1.0089039E+01
  8.1980866E-01  1.0096294E+01
  8.1995732E-01  1.0103545E+01
  8.2010573E-01  1.0110795E+01
  8.2025389E-01  1.0118041E+01
  8.2040181E-01  1.0125284E+01
  8.2054949E-01  1.0132524E+01
  8.2069693E-01  1.0139762E+01
  8.2084413E-01  1.0146996E+01
  8.2099108E-01  1.0154228E+01
  8.2113779E-01  1.0161457E+01
  8.2128427E-01  1.0168683E+01
  8.2143051E-01  1.0175906E+01
  8.2157650E-01  1.0183126E+01
  8.2172226E-01  1.0190344E+01
  8.2186779E-01  1.0197558E+01
  8.2201308E-01  1.0204770E+01
  8.2215813E-01  1.0211979E+01
  8.2230295E-01  1.0219185E+01
  8.2244754E-01  1.0226388E+01
  8.2259189E-01  1.0233589E+01
  8.2273601E-01  1.0240786E+01
  8.2287990E-01  1.0247981E+01
  8.2302355E-01  1.0255173E+01
  8.2316698E-01  1.0262362E+01
  8.2331018E-01  1.0269548E+01
  8.2345314E-01  1.0276731E+01
  8.2359588E-01  1.0283912E+01
  8.2373840E-01  1.0291090E+01
  8.2388068E-01  1.0298265E+01
  8.2402274E-01  1.0305437E+01
  8.2416457E-01  1.0312606E+01
  8.2430618E-01  1.0319773E+01
  8.2444757E-01  1.0326937E+01
  8.2458873E-01  1.0334098E+01
  8.2472966E-01  1.0341256E+01
  8.2487038E-01  1.0348412E+01
  8.2501087E-01  1.0355564E+01
  8.2515114E-01  1.0362714E+01
  8.2529119E-01  1.0369862E+01
  8.2543103E-01  1.0377006E+01
  8.2557064E-01  1.0384148E+01
  8.2571003E-01  1.0391287E+01
  8.2584921E-01  1.0398423E+01
  8.2598817E-01  1.0405556E+01
  8.2612691E-01  1.0412687E+01
  8.2626543E-01  1.0419815E+01
  8.2640375E-01  1.0426940E+01
  8.2654184E-01  1.0434063E+01
  8.2667972E-01  1.0441183E+01
  8.2681739E-01  1.0448300E+01
  8.2695485E-01  1.0455414E+01
  8.2709209E-01  1.0462526E+01
  8.2722912E-01  1.0469635E+01
  8.2736594E-01  1.0476741E+01
  8.2750255E-01  1.0483845E+01
  8.2763895E-01  1.0490945E+01
  8.2777514E-01  1.0498044E+01
  8.2791113E-01  1.0505139E+01
  8.2804690E-01  1.0512232E+01
  8.2818247E-01  1.0519322E+01
  8.2831783E-01  1.0526409E+01
  8.2845298E-01  1.0533494E+01
  8.2858793E-01  1.0540576E+01
  8.2872267E-01  1.0547656E+01
  8.2885721E-01  1.0554732E+01
  8.2899154E-01  1.0561806E+01
  8.2912567E-01  1.0568878E+01
  8.2925960E-01  1.0575947E+01
  8.2939333E-01  1.0583013E+01
  8.2952685E-01  1.0590076E+01
  8.2966018E-01  1.0597137E+01
  8.2979330E-01  1.0604195E+01
  8.2992622E-01  1.0611251E+01
  8.3005895E-01  1.0618304E+01
  8.3019147E-01  1.0625354E+01
  8.3032380E-01  1.0632402E+01
  8.3045593E-01  1.0639447E+01
  8.3058786E-01  1.0646489E+01
  8.3071959E-01  1.0653529E+01
  8.3085113E-01  1.0660567E+01
  8.3098248E-01  1.0667601E+01
  8.3111363E-01  1.0674633E+01
  8.3124458E-01  1.0681663E+01
  8.3137534E-01  1.0688690E+01
  8.3150591E-01  1.0695714E+01
  8.3163629E-01  1.0702736E+01
  8.3176647E-01  1.0709755E+01
  8.3189646E-01  1.0716771E+01
  8.3202626E-01  1.0723785E+01
  8.3215587E-01  1.0730797E+01
  8.3228529E-01  1.0737805E+01
  8.3241452E-01  1.0744812E+01
  8.3254356E-01  1.0751815E+01
  8.3267242E-01  1.0758817E+01
  8.3280108E-01  1.0765815E+01
  8.3292956E-01  1.0772811E+01
  8.3305785E-01  1.0779805E+01
  8.3318596E-01  1.0786796E+01
  8.3331388E-01  1.0793784E+01
  8.3344161E-01  1.0800770E+01
  8.3356916E-01  1.0807754E+01
  8.3369653E-01  1.0814734E+01
  8.3382371E-01  1.0821713E+01
  8.3395071E-01  1.0828689E+01
  8.3407752E-01  1.0835662E+01
  8.3420416E-01  1.0842633E+01
  8.3433061E-01  1.0849601E+01
  8.3445688E-01  1.0856567E+01
  8.3458297E-01  1.0863530E+01
  8.3470888E-01  1.0870491E+01
  8.3483461E-01  1.0877449E+01
  8.3496016E-01  1.0884405E+01
  8.3508554E-01  1.0891359E+01
  8.3521073E-01  1.0898309E+01
  8.3533575E-01  1.0905258E+01
  8.3546059E-01  1.0912204E+01
  8.3558525E-01  1.0919147E+01
  8.3570974E-01  1.0926088E+01
  8.3583405E-01  1.0933027E+01
  8.3595818E-01  1.0939963E+01
  8.3608215E-01  1.0946896E+01
  8.3620593E-01  1.0953828E+01
  8.3632955E-01  1.0960756E+01
  8.3645299E-01  1.0967683E+01
  8.3657625E-01  1.0974606E+01
  8.3669935E-01  1.0981528E+01
  8.3682227E-01  1.0988447E+01
  8.3694502E-01  1.0995363E+01
  8.3706760E-01  1.1002278E+01
  8.3719001E-01  1.1009189E+01
  8.3731225E-01  1.1016099E+01
  8.3743432E-01  1.1023005E+01
  8.3755623E-01  1.1029910E+01
  8.3767796E-01  1.1036812E+01
  8.3779952E-01  1.1043712E+01
  8.3792092E-01  1.1050609E+01
  8.3804215E-01  1.1057504E+01
  8.3816322E-01  1.1064396E+01
  8.3828411E-01  1.1071286E+01
  8.3840484E-01  1.1078174E+01
  8.3852541E-01  1.1085060E+01
  8.3864581E-01  1.1091943E+01
  8.3876605E-01  1.1098823E+01
  8.3888612E-01  1.1105701E+01
  8.3900603E-01  1.1112577E+01
  8.3912578E-01  1.1119451E+01
  8.3924536E-01  1.1126322E+01
  8.3936478E-01  1.1133191E+01
  8.3948404E-01  1.1140057E+01
  8.3960314E-01  1.1146921E+01
  8.3972207E-01  1.1153783E+01
  8.3984085E-01  1.1160642E+01
  8.3995947E-01  1.1167499E+01
  8.4007792E-01  1.1174354E+01
  8.4019622E-01  1.1181207E+01
  8.4031436E-01  1.1188057E+01
  8.4043234E-01  1.1194904E+01
  8.4055016E-01  1.1201750E+01
  8.4066782E-01  1.1208593E+01
  8.4078533E-01  1.1215434E+01
  8.4090268E-01  1.1222272E+01
  8.4101988E-01  1.1229109E+01
  8.4113692E-01  1.1235943E+01
  8.4125380E-01  1.1242774E+01
  8.4137053E-01  1.1249604E+01
  8.4148710E-01  1.1256431E+01
  8.4160353E-01  1.1263255E+01
  8.4171979E-01  1.1270078E+01
  8.4183590E-01  1.1276898E+01
  8.4195187E-01  1.1283716E+01
  8.4206767E-01  1.1290532E+01
  8.4218333E-01  1.1297345E+01
  8.4229883E-01  1.1304156E+01
  8.4241419E-01  1.1310965E+01
  8.4252939E-01  1.1317772E+01
  8.4264444E-01  1.1324576E+01
  8.4275934E-01  1.1331378E+01
  8.4287409E-01  1.1338178E+01
  8.4298870E-01  1.1344976E+01
  8.4310315E-01  1.1351771E+01
  8.4321746E-01  1.1358565E+01
  8.4333161E-01  1.1365356E+01
  8.4344562E-01  1.1372144E+01
  8.4355949E-01  1.1378931E+01
  8.4367320E-01  1.1385715E+01
  8.4378677E-01  1.1392497E+01
  8.4390020E-01  1.1399277E+01
  8.4401347E-01  1.1406055E+01
  8.4412661E-01  1.1412830E+01
  8.4423959E-01  1.1419603E+01
  8.4435244E-01  1.1426374E+01
  8.4446514E-01  1.1433143E+01
  8.4457769E-01  1.1439910E+01
  8.4469010E-01  1.1446674E+01
  8.4480237E-01  1.1453437E+01
  8.4491450E-01  1.1460197E+01
  8.4502648E-01  1.1466955E+01
  8.4513832E-01  1.1473711E+01
  8.4525002E-01  1.1480464E+01
  8.4536158E-01  1.1487216E+01
  8.4547300E-01  1.1493965E+01
  8.4558428E-01  1.1500712E+01
  8.4569542E-01  1.1507457E+01
  8.4580642E-01  1.1514200E+01
  8.4591728E-01  1.1520941E+01
  8.4602800E-01  1.1527679E+01
  8.4613858E-01  1.1534416E+01
  8.4624903E-01  1.1541150E+01
  8.4635933E-01  1.1547882E+01
  8.4646950E-01  1.1554612E+01
  8.4657953E-01  1.1561340E+01
  8.4668943E-01  1.1568066E+01
  8.4679919E-01  1.1574789E+01
  8.4690881E-01  1.1581511E+01
  8.4701830E-01  1.1588230E+01
  8.4712765E-01  1.1594948E+01
  8.4723687E-01  1.1601663E+01
  8.4734595E-01  1.1608376E+01
  8.4745490E-01  1.1615087E+01
  8.4756372E-01  1.1621796E+01
  8.4767240E-01  1.1628503E+01
  8.4778095E-01  1.1635208E+01
  8.4788936E-01  1.1641910E+01
  8.4799764E-01  1.1648611E+01
  8.4810579E-01  1.1655309E+01
  8.4821381E-01  1.1662006E+01
  8.4832170E-01  1.1668700E+01
  8.4842946E-01  1.1675393E+01
  8.4853709E-01  1.1682083E+01
  8.4864458E-01  1.1688771E+01
  8.4875195E-01  1.1695457E+01
  8.4885918E-01  1.1702141E+01
  8.4896629E-01  1.1708823E+01
  8.4907327E-01  1.1715503E+01
  8.4918012E-01  1.1722181E+01
  8.4928684E-01  1.1728857E+01
  8.4939343E-01  1.1735531E+01
  8.4949990E-01  1.1742203E+01
  8.4960623E-01  1.1748873E+01
  8.4971245E-01  1.1755541E+01
  8.4981853E-01  1.1762207E+01
  8.4992449E-01  1.1768871E+01
  8.5003032E-01  1.1775532E+01
  8.5013603E-01  1.1782192E+01
  8.5024161E-01  1.1788850E+01
  8.5034706E-01  1.1795506E+01
  8.5045239E-01  1.1802160E+01
  8.5055760E-01  1.1808811E+01
  8.5066268E-01  1.1815461E+01
  8.5076764E-01  1.1822109E+01
  8.5087248E-01  1.1828755E+01
  8.5097719E-01  1.1835399E+01
  8.5108178E-01  1.1842041E+01
  8.5118625E-01  1.1848681E+01
  8.5129059E-01  1.1855319E+01
  8.5139482E-01  1.1861955E+01
  8.5149892E-01  1.1868589E+01
  8.5160290E-01  1.1875221E+01
  8.5170676E-01  1.1881851E+01
  8.5181050E-01  1.1888479E+01
  8.5191412E-01  1.1895106E+01
  8.5201762E-01  1.1901730E+01
  8.5212100E-01  1.1908352E+01
  8.5222426E-01  1.1914973E+01
  8.5232740E-01  1.1921591E+01
  8.5243043E-01  1.1928208E+01
  8.5253333E-01  1.1934823E+01
  8.5263612E-01  1.1941435E+01
  8.5273879E-01  1.1948046E+01
  8.5284134E-01  1.1954655E+01
  8.5294377E-01  1.1961262E+01
  8.5304609E-01  1.1967867E+01
  8.5314829E-01  1.1974470E+01
  8.5325037E-01  1.1981072E+01
  8.5335234E-01  1.1987671E+01
  8.5345420E-01  1.1994269E+01
  8.5355593E-01  1.2000864E+01
  8.5365756E-01  1.2007458E+01
  8.5375906E-01  1.2014050E+01
  8.5386046E-01  1.2020640E+01
  8.5396174E-01  1.2027228E+01
  8.5406290E-01  1.2033814E+01
  8.5416395E-01  1.2040398E+01
  8.5426489E-01  1.2046981E+01
  8.5436572E-01  1.2053562E+01
  8.5446643E-01  1.2060140E+01
  8.5456703E-01  1.2066717E+01
  8.5466752E-01  1.2073292E+01
  8.5476790E-01  1.2079866E+01
  8.5486816E-01  1.2086437E+01
  8.5496831E-01  1.2093007E+01
  8.5506836E-01  1.2099574E+01
  8.5516829E-01  1.2106140E+01
  8.5526811E-01  1.2112704E+01
  8.5536782E-01  1.2119267E+01
  8.5546742E-01  1.2125827E+01
  8.5556692E-01  1.2132386E+01
  8.5566630E-01  1.2138942E+01
  8.5576557E-01  1.2145497E+01
  8.5586474E-01  1.2152050E+01
  8.5596380E-01  1.2158602E+01
  8.5606274E-01  1.2165151E+01
  8.5616158E-01  1.2171699E+01
  8.5626032E-01  1.2178245E+01
  8.5635894E-01  1.2184789E+01
  8.5645746E-01  1.2191332E+01
  8.5655587E-01  1.2197872E+01
  8.5665418E-01  1.2204411E+01
  8.5675238E-01  1.2210948E+01
  8.5685047E-01  1.2217484E+01
  8.5694846E-01  1.2224017E+01
  8.5704634E-01  1.2230549E+01
  8.5714412E-01  1.2237079E+01
  8.5724179E-01  1.2243607E+01
  8.5733936E-01  1.2250134E+01
  8.5743682E-01  1.2256658E+01
  8.5753418E-01  1.2263181E+01
  8.5763144E-01  1.2269703E+01
  8.5772859E-01  1.2276222E+01
  8.5782564E-01  1.2282740E+01
  8.5792258E-01  1.2289256E+01
  8.5801942E-01  1.2295770E+01
  8.5811616E-01  1.2302283E+01
  8.5821280E-01  1.2308794E+01
  8.5830934E-01  1.2315303E+01
  8.5840577E-01  1.2321810E+01
  8.5850211E-01  1.2328316E+01
  8.5859834E-01  1.2334820E+01
  8.5869447E-01  1.2341322E+01
  8.5879050E-01  1.2347823E+01
  8.5888643E-01  1.2354322E+01
  8.5898226E-01  1.2360819E+01
  8.5907799E-01  1.2367315E+01
  8.5917362E-01  1.2373809E+01
  8.5926915E-01  1.2380301E+01
  8.5936458E-01  1.2386791E+01
  8.5945991E-01  1.2393280E+01
  8.5955515E-01  1.2399767E+01
  8.5965028E-01  1.2406253E+01
  8.5974532E-01  1.2412736E+01
  8.5984026E-01  1.2419218E+01
  8.5993510E-01  1.2425699E+01
  8.6002984E-01  1.2432178E+01
  8.6012449E-01  1.2438655E+01
  8.6021904E-01  1.2445130E+01
  8.6031350E-01  1.2451604E+01
  8.6040785E-01  1.2458077E+01
  8.6050211E-01  1.2464547E+01
  8.6059628E-01  1.2471016E+01
  8.6069035E-01  1.2477483E+01
  8.6078432E-01  1.2483949E+01
  8.6087820E-01  1.2490413E+01
  8.6097199E-01  1.2496876E+01
  8.6106567E-01  1.2503336E+01
  8.6115927E-01  1.2509796E+01
  8.6125277E-01  1.2516253E+01
  8.6134618E-01  1.2522709E+01
  8.6143949E-01  1.2529164E+01
  8.6153271E-01  1.2535617E+01
  8.6162584E-01  1.2542068E+01
  8.6171887E-01  1.2548517E+01
  8.6181181E-01  1.2554965E+01
  8.6190466E-01  1.2561412E+01
  8.6199741E-01  1.2567857E+01
  8.6209008E-01  1.2574300E+01
  8.6218265E-01  1.2580742E+01
  8.6227513E-01  1.2587182E+01
  8.6236752E-01  1.2593620E+01
  8.6245981E-01  1.2600057E+01
  8.6255202E-01  1.2606493E+01
  8.6264414E-01  1.2612927E+01
  8.6273616E-01  1.2619359E+01
  8.6282810E-01  1.2625790E+01
  8.6291994E-01  1.2632219E+01
  8.6301170E-01  1.2638647E+01
  8.6310336E-01  1.2645073E+01
  8.6319494E-01  1.2651497E+01
  8.6328643E-01  1.2657920E+01
  8.6337782E-01  1.2664342E+01
  8.6346913E-01  1.2670762E+01
  8.6356035E-01  1.2677181E+01
  8.6365149E-01  1.2683598E+01
  8.6374253E-01  1.2690013E+01
  8.6383349E-01  1.2696427E+01
  8.6392436E-01  1.2702839E+01
  8.6401514E-01  1.2709250E+01
  8.6410584E-01  1.2715660E+01
  8.6419645E-01  1.2722068E+01
  8.6428697E-01  1.2728474E+01
  8.6437740E-01  1.2734879E+01
  8.6446775E-01  1.2741283E+01
  8.6455802E-01  1.2747685E+01
  8.6464820E-01  1.2754085E+01
  8.6473829E-01  1.2760484E+01
  8.6482829E-01  1.2766882E+01
  8.6491822E-01  1.2773278E+01
  8.6500805E-01  1.2779672E+01
  8.6509780E-01  1.2786065E+01
  8.6518747E-01  1.2792457E+01
  8.6527706E-01  1.2798847E+01
  8.6536656E-01  1.2805236E+01
  8.6545597E-01  1.2811623E+01
  8.6554530E-01  1.2818009E+01
  8.6563455E-01  1.2824394E+01
  8.6572372E-01  1.2830777E+01
  8.6581280E-01  1.2837158E+01
  8.6590180E-01  1.2843538E+01
  8.6599072E-01  1.2849917E+01
  8.6607955E-01  1.2856294E+01
  8.6616830E-01  1.2862670E+01
  8.6625697E-01  1.2869045E+01
  8.6634556E-01  1.2875418E+01
  8.6643407E-01  1.2881789E+01
  8.6652250E-01  1.2888160E+01
  8.6661084E-01  1.2894528E+01
  8.6669910E-01  1.2900896E+01
  8.6678729E-01  1.2907262E+01
  8.6687539E-01  1.2913626E+01
  8.6696341E-01  1.2919990E+01
  8.6705136E-01  1.2926351E+01
  8.6713922E-01  1.2932712E+01
  8.6722700E-01  1.2939071E+01
  8.6731470E-01  1.2945429E+01
  8.6740233E-01  1.2951785E+01
  8.6748987E-01  1.2958140E+01
  8.6757734E-01  1.2964493E+01
  8.6766473E-01  1.2970846E+01
  8.6775204E-01  1.2977196E+01
  8.6783927E-01  1.2983546E+01
  8.6792642E-01  1.2989894E+01
  8.6801350E-01  1.2996241E+01
  8.6810049E-01  1.3002586E+01
  8.6818741E-01  1.3008930E+01
  8.6827426E-01  1.3015273E+01
  8.6836102E-01  1.3021615E+01
  8.6844771E-01  1.3027955E+01
  8.6853432E-01  1.3034294E+01
  8.6862086E-01  1.3040631E+01
  8.6870732E-01  1.3046967E+01
  8.6879370E-01  1.3053302E+01
  8.6888001E-01  1.3059635E+01
  8.6896624E-01  1.3065968E+01
  8.6905239E-01  1.3072299E+01
  8.6913847E-01  1.3078628E+01
  8.6922448E-01  1.3084956E+01
  8.6931041E-01  1.3091283E+01
  8.6939626E-01  1.3097609E+01
  8.6948205E-01  1.3103933E+01
  8.6956775E-01  1.3110257E+01
  8.6965339E-01  1.3116578E+01
  8.6973894E-01  1.3122899E+01
  8.6982443E-01  1.3129218E+01
  8.6990984E-01  1.3135536E+01
  8.6999518E-01  1.3141853E+01
  8.7008044E-01  1.3148168E+01
  8.7016563E-01  1.3154483E+01
  8.7025075E-01  1.3160796E+01
  8.7033580E-01  1.3167107E+01
  8.7042077E-01  1.3173418E+01
  8.7050567E-01  1.3179727E+01
  8.7059050E-01  1.3186035E+01
  8.7067526E-01  1.3192342E+01
  8.7075994E-01  1.3198647E+01
  8.7084456E-01  1.3204951E+01
  8.7092910E-01  1.3211254E+01
  8.7101357E-01  1.3217556E+01
  8.7109797E-01  1.3223857E+01
  8.7118230E-01  1.3230156E+01
  8.7126656E-01  1.3236454E+01
  8.7135074E-01  1.3242751E+01
  8.7143486E-01  1.3249047E+01
  8.7151891E-01  1.3255341E+01
  8.7160289E-01  1.3261634E+01
  8.7168679E-01  1.3267927E+01
  8.7177063E-01  1.3274217E+01
  8.7185440E-01  1.3280507E+01
  8.7193810E-01  1.3286796E+01
  8.7202173E-01  1.3293083E+01
  8.7210529E-01  1.3299369E+01
  8.7218879E-01  1.3305654E+01
  8.7227221E-01  1.3311938E+01
  8.7235557E-01  1.3318220E+01
  8.7243885E-01  1.3324502E+01
  8.7252207E-01  1.3330782E+01
  8.7260523E-01  1.3337061E+01
  8.7268831E-01  1.3343339E+01
  8.7277133E-01  1.3349616E+01
  8.7285428E-01  1.3355892E+01
  8.7293716E-01  1.3362166E+01
  8.7301997E-01  1.3368440E+01
  8.7310272E-01  1.3374712E+01
  8.7318541E-01  1.3380983E+01
  8.7326802E-01  1.3387253E+01
  8.7335057E-01  1.3393522E+01
  8.7343305E-01  1.3399789E+01
  8.7351547E-01  1.3406056E+01
  8.7359782E-01  1.3412321E+01
  8.7368011E-01  1.3418586E+01
  8.7376233E-01  1.3424849E+01
  8.7384448E-01  1.3431111E+01
  8.7392657E-01  1.3437372E+01
  8.7400860E-01  1.3443632E+01
  8.7409056E-01  1.3449891E+01
  8.7417246E-01  1.3456148E+01
  8.7425429E-01  1.3462405E+01
  8.7433605E-01  1.3468660E+01
  8.7441776E-01  1.3474915E+01
  8.7449940E-01  1.3481168E+01
  8.7458097E-01  1.3487421E+01
  8.7466248E-01  1.3493672E+01
  8.7474393E-01  1.3499922E+01
  8.7482532E-01  1.3506171E+01
  8.7490664E-01  1.3512419E+01
  8.7498790E-01  1.3518666E+01
  8.7506910E-01  1.3524912E+01
  8.7515023E-01  1.3531157E+01
  8.7523130E-01  1.3537400E+01
  8.7531231E-01  1.3543643E+01
  8.7539326E-01  1.3549885E+01
  8.7547414E-01  1.3556125E+01
  8.7555497E-01  1.3562365E+01
  8.7563573E-01  1.3568604E+01
  8.7571643E-01  1.3574841E+01
  8.7579707E-01  1.3581078E+01
  8.7587765E-01  1.3587313E+01
  8.7595816E-01  1.3593548E+01
  8.7603862E-01  1.3599781E+01
  8.7611901E-01  1.3606013E+01
  8.7619935E-01  1.3612245E+01
  8.7627962E-01  1.3618475E+01
  8.7635984E-01  1.3624705E+01
  8.7643999E-01  1.3630933E+01
  8.7652009E-01  1.3637161E+01
  8.7660012E-01  1.3643387E+01
  8.7668009E-01  1.3649613E+01
  8.7676001E-01  1.3655837E+01
  8.7683987E-01  1.3662060E+01
  8.7691966E-01  1.3668283E+01
