# PC-SAFT-Titan -- Daniel Cordier
# https://www.researchgate.net/profile/Daniel_Cordier
# http://orcid.org/0000-0003-4515-6271
#
# Computation date: 07/07/2021 -- 20h 09min 43s
# Temperature:   110.00 K
# Species 1: N2    
# Species 2: CH4   
#
# xN2 (liq)      P (bar)      
  2.6413138E-02  1.4886095E+00
  2.6746215E-02  1.4960448E+00
  2.7079293E-02  1.5034744E+00
  2.7412371E-02  1.5108985E+00
  2.7745448E-02  1.5183169E+00
  2.8078526E-02  1.5257297E+00
  2.8411604E-02  1.5331369E+00
  2.8744682E-02  1.5405385E+00
  2.9077759E-02  1.5479345E+00
  2.9410837E-02  1.5553249E+00
  2.9743915E-02  1.5627097E+00
  3.0076992E-02  1.5700890E+00
  3.0410070E-02  1.5774627E+00
  3.0743148E-02  1.5848308E+00
  3.1076225E-02  1.5921934E+00
  3.1409303E-02  1.5995504E+00
  3.1742381E-02  1.6069018E+00
  3.2075458E-02  1.6142478E+00
  3.2408536E-02  1.6215882E+00
  3.2741614E-02  1.6289230E+00
  3.3074692E-02  1.6362524E+00
  3.3407769E-02  1.6435762E+00
  3.3740847E-02  1.6508945E+00
  3.4073925E-02  1.6582073E+00
  3.4407002E-02  1.6655146E+00
  3.4740080E-02  1.6728164E+00
  3.5073158E-02  1.6801128E+00
  3.5406235E-02  1.6874036E+00
  3.5739313E-02  1.6946890E+00
  3.6072391E-02  1.7019689E+00
  3.6405468E-02  1.7092433E+00
  3.6738546E-02  1.7165123E+00
  3.7071624E-02  1.7237758E+00
  3.7404702E-02  1.7310339E+00
  3.7737779E-02  1.7382866E+00
  3.8070857E-02  1.7455338E+00
  3.8403935E-02  1.7527755E+00
  3.8737012E-02  1.7600119E+00
  3.9070090E-02  1.7672428E+00
  3.9403168E-02  1.7744684E+00
  3.9736245E-02  1.7816885E+00
  4.0069323E-02  1.7889032E+00
  4.0402401E-02  1.7961125E+00
  4.0735478E-02  1.8033164E+00
  4.1068556E-02  1.8105150E+00
  4.1401634E-02  1.8177082E+00
  4.1734712E-02  1.8248960E+00
  4.2067789E-02  1.8320784E+00
  4.2400867E-02  1.8392555E+00
  4.2733945E-02  1.8464272E+00
  4.3067022E-02  1.8535936E+00
  4.3400100E-02  1.8607546E+00
  4.3733178E-02  1.8679103E+00
  4.4066255E-02  1.8750607E+00
  4.4399333E-02  1.8822057E+00
  4.4732411E-02  1.8893454E+00
  4.5065488E-02  1.8964798E+00
  4.5398566E-02  1.9036089E+00
  4.5731644E-02  1.9107327E+00
  4.6064722E-02  1.9178512E+00
  4.6397799E-02  1.9249644E+00
  4.6730877E-02  1.9320724E+00
  4.7063955E-02  1.9391750E+00
  4.7397032E-02  1.9462724E+00
  4.7730110E-02  1.9533645E+00
  4.8063188E-02  1.9604513E+00
  4.8396265E-02  1.9675329E+00
  4.8729343E-02  1.9746092E+00
  4.9062421E-02  1.9816803E+00
  4.9395498E-02  1.9887461E+00
  4.9728576E-02  1.9958067E+00
  5.0061654E-02  2.0028621E+00
  5.0394732E-02  2.0099123E+00
  5.0727809E-02  2.0169572E+00
  5.1060887E-02  2.0239969E+00
  5.1393965E-02  2.0310314E+00
  5.1727042E-02  2.0380607E+00
  5.2060120E-02  2.0450849E+00
  5.2393198E-02  2.0521038E+00
  5.2726275E-02  2.0591175E+00
  5.3059353E-02  2.0661261E+00
  5.3392431E-02  2.0731295E+00
  5.3725509E-02  2.0801277E+00
  5.4058586E-02  2.0871208E+00
  5.4391664E-02  2.0941087E+00
  5.4724742E-02  2.1010915E+00
  5.5057819E-02  2.1080691E+00
  5.5390897E-02  2.1150415E+00
  5.5723975E-02  2.1220089E+00
  5.6057052E-02  2.1289711E+00
  5.6390130E-02  2.1359282E+00
  5.6723208E-02  2.1428802E+00
  5.7056285E-02  2.1498270E+00
  5.7389363E-02  2.1567688E+00
  5.7722441E-02  2.1637054E+00
  5.8055519E-02  2.1706370E+00
  5.8388596E-02  2.1775634E+00
  5.8721674E-02  2.1844848E+00
  5.9054752E-02  2.1914011E+00
  5.9387829E-02  2.1983123E+00
  5.9720907E-02  2.2052185E+00
  6.0053985E-02  2.2121196E+00
  6.0387062E-02  2.2190157E+00
  6.0720140E-02  2.2259066E+00
  6.1053218E-02  2.2327926E+00
  6.1386295E-02  2.2396735E+00
  6.1719373E-02  2.2465494E+00
  6.2052451E-02  2.2534202E+00
  6.2385529E-02  2.2602860E+00
  6.2718606E-02  2.2671468E+00
  6.3051684E-02  2.2740026E+00
  6.3384762E-02  2.2808534E+00
  6.3717839E-02  2.2876991E+00
  6.4050917E-02  2.2945399E+00
  6.4383995E-02  2.3013757E+00
  6.4717072E-02  2.3082065E+00
  6.5050150E-02  2.3150323E+00
  6.5383228E-02  2.3218531E+00
  6.5716305E-02  2.3286690E+00
  6.6049383E-02  2.3354799E+00
  6.6382461E-02  2.3422859E+00
  6.6715539E-02  2.3490869E+00
  6.7048616E-02  2.3558829E+00
  6.7381694E-02  2.3626740E+00
  6.7714772E-02  2.3694602E+00
  6.8047849E-02  2.3762414E+00
  6.8380927E-02  2.3830177E+00
  6.8714005E-02  2.3897891E+00
  6.9047082E-02  2.3965555E+00
  6.9380160E-02  2.4033171E+00
  6.9713238E-02  2.4100737E+00
  7.0046315E-02  2.4168255E+00
  7.0379393E-02  2.4235723E+00
  7.0712471E-02  2.4303143E+00
  7.1045549E-02  2.4370514E+00
  7.1378626E-02  2.4437836E+00
  7.1711704E-02  2.4505109E+00
  7.2044782E-02  2.4572334E+00
  7.2377859E-02  2.4639509E+00
  7.2710937E-02  2.4706637E+00
  7.3044015E-02  2.4773716E+00
  7.3377092E-02  2.4840746E+00
  7.3710170E-02  2.4907728E+00
  7.4043248E-02  2.4974661E+00
  7.4376325E-02  2.5041547E+00
  7.4709403E-02  2.5108384E+00
  7.5042481E-02  2.5175172E+00
  7.5375559E-02  2.5241913E+00
  7.5708636E-02  2.5308605E+00
  7.6041714E-02  2.5375250E+00
  7.6374792E-02  2.5441846E+00
  7.6707869E-02  2.5508395E+00
  7.7040947E-02  2.5574895E+00
  7.7374025E-02  2.5641348E+00
  7.7707102E-02  2.5707753E+00
  7.8040180E-02  2.5774110E+00
  7.8373258E-02  2.5840420E+00
  7.8706335E-02  2.5906682E+00
  7.9039413E-02  2.5972896E+00
  7.9372491E-02  2.6039063E+00
  7.9705569E-02  2.6105182E+00
  8.0038646E-02  2.6171254E+00
  8.0371724E-02  2.6237278E+00
  8.0704802E-02  2.6303255E+00
  8.1037879E-02  2.6369185E+00
  8.1370957E-02  2.6435068E+00
  8.1704035E-02  2.6500903E+00
  8.2037112E-02  2.6566692E+00
  8.2370190E-02  2.6632433E+00
  8.2703268E-02  2.6698127E+00
  8.3036345E-02  2.6763775E+00
  8.3369423E-02  2.6829375E+00
  8.3702501E-02  2.6894929E+00
  8.4035579E-02  2.6960435E+00
  8.4368656E-02  2.7025895E+00
  8.4701734E-02  2.7091309E+00
  8.5034812E-02  2.7156675E+00
  8.5367889E-02  2.7221995E+00
  8.5700967E-02  2.7287269E+00
  8.6034045E-02  2.7352495E+00
  8.6367122E-02  2.7417676E+00
  8.6700200E-02  2.7482810E+00
  8.7033278E-02  2.7547898E+00
  8.7366355E-02  2.7612939E+00
  8.7699433E-02  2.7677934E+00
  8.8032511E-02  2.7742883E+00
  8.8365589E-02  2.7807786E+00
  8.8698666E-02  2.7872643E+00
  8.9031744E-02  2.7937453E+00
  8.9364822E-02  2.8002218E+00
  8.9697899E-02  2.8066937E+00
  9.0030977E-02  2.8131609E+00
  9.0364055E-02  2.8196236E+00
  9.0697132E-02  2.8260818E+00
  9.1030210E-02  2.8325353E+00
  9.1363288E-02  2.8389843E+00
  9.1696365E-02  2.8454287E+00
  9.2029443E-02  2.8518685E+00
  9.2362521E-02  2.8583038E+00
  9.2695599E-02  2.8647346E+00
  9.3028676E-02  2.8711608E+00
  9.3361754E-02  2.8775824E+00
  9.3694832E-02  2.8839995E+00
  9.4027909E-02  2.8904121E+00
  9.4360987E-02  2.8968202E+00
  9.4694065E-02  2.9032238E+00
  9.5027142E-02  2.9096228E+00
  9.5360220E-02  2.9160173E+00
  9.5693298E-02  2.9224073E+00
  9.6026375E-02  2.9287929E+00
  9.6359453E-02  2.9351739E+00
  9.6692531E-02  2.9415504E+00
  9.7025609E-02  2.9479225E+00
  9.7358686E-02  2.9542901E+00
  9.7691764E-02  2.9606531E+00
  9.8024842E-02  2.9670118E+00
  9.8357919E-02  2.9733659E+00
  9.8690997E-02  2.9797156E+00
  9.9024075E-02  2.9860609E+00
  9.9357152E-02  2.9924017E+00
  9.9690230E-02  2.9987380E+00
  1.0002331E-01  3.0050699E+00
  1.0035639E-01  3.0113974E+00
  1.0068946E-01  3.0177204E+00
  1.0102254E-01  3.0240390E+00
  1.0135562E-01  3.0303532E+00
  1.0168870E-01  3.0366630E+00
  1.0202177E-01  3.0429684E+00
  1.0235485E-01  3.0492693E+00
  1.0268793E-01  3.0555659E+00
  1.0302101E-01  3.0618581E+00
  1.0335408E-01  3.0681458E+00
  1.0368716E-01  3.0744292E+00
  1.0402024E-01  3.0807082E+00
  1.0435332E-01  3.0869828E+00
  1.0468640E-01  3.0932531E+00
  1.0501947E-01  3.0995189E+00
  1.0535255E-01  3.1057805E+00
  1.0568563E-01  3.1120376E+00
  1.0601871E-01  3.1182904E+00
  1.0635178E-01  3.1245389E+00
  1.0668486E-01  3.1307830E+00
  1.0701794E-01  3.1370228E+00
  1.0735102E-01  3.1432582E+00
  1.0768409E-01  3.1494893E+00
  1.0801717E-01  3.1557161E+00
  1.0835025E-01  3.1619386E+00
  1.0868333E-01  3.1681567E+00
  1.0901641E-01  3.1743706E+00
  1.0934948E-01  3.1805801E+00
  1.0968256E-01  3.1867853E+00
  1.1001564E-01  3.1929863E+00
  1.1034872E-01  3.1991829E+00
  1.1068179E-01  3.2053753E+00
  1.1101487E-01  3.2115634E+00
  1.1134795E-01  3.2177472E+00
  1.1168103E-01  3.2239267E+00
  1.1201410E-01  3.2301019E+00
  1.1234718E-01  3.2362729E+00
  1.1268026E-01  3.2424397E+00
  1.1301334E-01  3.2486022E+00
  1.1334642E-01  3.2547604E+00
  1.1367949E-01  3.2609144E+00
  1.1401257E-01  3.2670642E+00
  1.1434565E-01  3.2732097E+00
  1.1467873E-01  3.2793510E+00
  1.1501180E-01  3.2854881E+00
  1.1534488E-01  3.2916209E+00
  1.1567796E-01  3.2977495E+00
  1.1601104E-01  3.3038740E+00
  1.1634411E-01  3.3099942E+00
  1.1667719E-01  3.3161102E+00
  1.1701027E-01  3.3222220E+00
  1.1734335E-01  3.3283296E+00
  1.1767643E-01  3.3344331E+00
  1.1800950E-01  3.3405323E+00
  1.1834258E-01  3.3466274E+00
  1.1867566E-01  3.3527183E+00
  1.1900874E-01  3.3588050E+00
  1.1934181E-01  3.3648876E+00
  1.1967489E-01  3.3709660E+00
  1.2000797E-01  3.3770403E+00
  1.2034105E-01  3.3831104E+00
  1.2067412E-01  3.3891764E+00
  1.2100720E-01  3.3952382E+00
  1.2134028E-01  3.4012959E+00
  1.2167336E-01  3.4073494E+00
  1.2200644E-01  3.4133988E+00
  1.2233951E-01  3.4194441E+00
  1.2267259E-01  3.4254853E+00
  1.2300567E-01  3.4315224E+00
  1.2333875E-01  3.4375553E+00
  1.2367182E-01  3.4435842E+00
  1.2400490E-01  3.4496090E+00
  1.2433798E-01  3.4556296E+00
  1.2467106E-01  3.4616462E+00
  1.2500413E-01  3.4676587E+00
  1.2533721E-01  3.4736671E+00
  1.2567029E-01  3.4796714E+00
  1.2600337E-01  3.4856717E+00
  1.2633645E-01  3.4916679E+00
  1.2666952E-01  3.4976600E+00
  1.2700260E-01  3.5036481E+00
  1.2733568E-01  3.5096321E+00
  1.2766876E-01  3.5156120E+00
  1.2800183E-01  3.5215880E+00
  1.2833491E-01  3.5275598E+00
  1.2866799E-01  3.5335277E+00
  1.2900107E-01  3.5394915E+00
  1.2933414E-01  3.5454513E+00
  1.2966722E-01  3.5514070E+00
  1.3000030E-01  3.5573588E+00
  1.3033338E-01  3.5633065E+00
  1.3066646E-01  3.5692502E+00
  1.3099953E-01  3.5751900E+00
  1.3133261E-01  3.5811257E+00
  1.3166569E-01  3.5870574E+00
  1.3199877E-01  3.5929851E+00
  1.3233184E-01  3.5989089E+00
  1.3266492E-01  3.6048286E+00
  1.3299800E-01  3.6107444E+00
  1.3333108E-01  3.6166563E+00
  1.3366415E-01  3.6225641E+00
  1.3399723E-01  3.6284680E+00
  1.3433031E-01  3.6343679E+00
  1.3466339E-01  3.6402639E+00
  1.3499647E-01  3.6461559E+00
  1.3532954E-01  3.6520440E+00
  1.3566262E-01  3.6579281E+00
  1.3599570E-01  3.6638083E+00
  1.3632878E-01  3.6696846E+00
  1.3666185E-01  3.6755569E+00
  1.3699493E-01  3.6814253E+00
  1.3732801E-01  3.6872898E+00
  1.3766109E-01  3.6931504E+00
  1.3799416E-01  3.6990070E+00
  1.3832724E-01  3.7048598E+00
  1.3866032E-01  3.7107086E+00
  1.3899340E-01  3.7165536E+00
  1.3932648E-01  3.7223947E+00
  1.3965955E-01  3.7282318E+00
  1.3999263E-01  3.7340651E+00
  1.4032571E-01  3.7398946E+00
  1.4065879E-01  3.7457201E+00
  1.4099186E-01  3.7515418E+00
  1.4132494E-01  3.7573596E+00
  1.4165802E-01  3.7631735E+00
  1.4199110E-01  3.7689836E+00
  1.4232417E-01  3.7747898E+00
  1.4265725E-01  3.7805922E+00
  1.4299033E-01  3.7863907E+00
  1.4332341E-01  3.7921854E+00
  1.4365649E-01  3.7979763E+00
  1.4398956E-01  3.8037633E+00
  1.4432264E-01  3.8095465E+00
  1.4465572E-01  3.8153259E+00
  1.4498880E-01  3.8211014E+00
  1.4532187E-01  3.8268732E+00
  1.4565495E-01  3.8326411E+00
  1.4598803E-01  3.8384052E+00
  1.4632111E-01  3.8441656E+00
  1.4665418E-01  3.8499221E+00
  1.4698726E-01  3.8556748E+00
  1.4732034E-01  3.8614238E+00
  1.4765342E-01  3.8671689E+00
  1.4798650E-01  3.8729103E+00
  1.4831957E-01  3.8786479E+00
  1.4865265E-01  3.8843818E+00
  1.4898573E-01  3.8901118E+00
  1.4931881E-01  3.8958381E+00
  1.4965188E-01  3.9015607E+00
  1.4998496E-01  3.9072795E+00
  1.5031804E-01  3.9129945E+00
  1.5065112E-01  3.9187058E+00
  1.5098419E-01  3.9244134E+00
  1.5131727E-01  3.9301172E+00
  1.5165035E-01  3.9358173E+00
  1.5198343E-01  3.9415137E+00
  1.5231651E-01  3.9472063E+00
  1.5264958E-01  3.9528952E+00
  1.5298266E-01  3.9585804E+00
  1.5331574E-01  3.9642619E+00
  1.5364882E-01  3.9699397E+00
  1.5398189E-01  3.9756138E+00
  1.5431497E-01  3.9812841E+00
  1.5464805E-01  3.9869508E+00
  1.5498113E-01  3.9926138E+00
  1.5531420E-01  3.9982731E+00
  1.5564728E-01  4.0039287E+00
  1.5598036E-01  4.0095807E+00
  1.5631344E-01  4.0152290E+00
  1.5664652E-01  4.0208736E+00
  1.5697959E-01  4.0265145E+00
  1.5731267E-01  4.0321518E+00
  1.5764575E-01  4.0377854E+00
  1.5797883E-01  4.0434154E+00
  1.5831190E-01  4.0490417E+00
  1.5864498E-01  4.0546644E+00
  1.5897806E-01  4.0602834E+00
  1.5931114E-01  4.0658988E+00
  1.5964421E-01  4.0715106E+00
  1.5997729E-01  4.0771188E+00
  1.6031037E-01  4.0827233E+00
  1.6064345E-01  4.0883242E+00
  1.6097653E-01  4.0939215E+00
  1.6130960E-01  4.0995151E+00
  1.6164268E-01  4.1051052E+00
  1.6197576E-01  4.1106917E+00
  1.6230884E-01  4.1162746E+00
  1.6264191E-01  4.1218538E+00
  1.6297499E-01  4.1274295E+00
  1.6330807E-01  4.1330016E+00
  1.6364115E-01  4.1385701E+00
  1.6397422E-01  4.1441351E+00
  1.6430730E-01  4.1496964E+00
  1.6464038E-01  4.1552542E+00
  1.6497346E-01  4.1608085E+00
  1.6530654E-01  4.1663591E+00
  1.6563961E-01  4.1719063E+00
  1.6597269E-01  4.1774498E+00
  1.6630577E-01  4.1829898E+00
  1.6663885E-01  4.1885263E+00
  1.6697192E-01  4.1940592E+00
  1.6730500E-01  4.1995886E+00
  1.6763808E-01  4.2051145E+00
  1.6797116E-01  4.2106368E+00
  1.6830423E-01  4.2161556E+00
  1.6863731E-01  4.2216709E+00
  1.6897039E-01  4.2271827E+00
  1.6930347E-01  4.2326909E+00
  1.6963655E-01  4.2381957E+00
  1.6996962E-01  4.2436969E+00
  1.7030270E-01  4.2491946E+00
  1.7063578E-01  4.2546889E+00
  1.7096886E-01  4.2601797E+00
  1.7130193E-01  4.2656669E+00
  1.7163501E-01  4.2711507E+00
  1.7196809E-01  4.2766310E+00
  1.7230117E-01  4.2821078E+00
  1.7263424E-01  4.2875812E+00
  1.7296732E-01  4.2930511E+00
  1.7330040E-01  4.2985175E+00
  1.7363348E-01  4.3039805E+00
  1.7396656E-01  4.3094400E+00
  1.7429963E-01  4.3148961E+00
  1.7463271E-01  4.3203487E+00
  1.7496579E-01  4.3257978E+00
  1.7529887E-01  4.3312436E+00
  1.7563194E-01  4.3366859E+00
  1.7596502E-01  4.3421247E+00
  1.7629810E-01  4.3475602E+00
  1.7663118E-01  4.3529922E+00
  1.7696425E-01  4.3584208E+00
  1.7729733E-01  4.3638460E+00
  1.7763041E-01  4.3692677E+00
  1.7796349E-01  4.3746861E+00
  1.7829657E-01  4.3801010E+00
  1.7862964E-01  4.3855126E+00
  1.7896272E-01  4.3909208E+00
  1.7929580E-01  4.3963255E+00
  1.7962888E-01  4.4017269E+00
  1.7996195E-01  4.4071249E+00
  1.8029503E-01  4.4125195E+00
  1.8062811E-01  4.4179108E+00
  1.8096119E-01  4.4232986E+00
  1.8129426E-01  4.4286831E+00
  1.8162734E-01  4.4340643E+00
  1.8196042E-01  4.4394421E+00
  1.8229350E-01  4.4448165E+00
  1.8262658E-01  4.4501876E+00
  1.8295965E-01  4.4555553E+00
  1.8329273E-01  4.4609197E+00
  1.8362581E-01  4.4662807E+00
  1.8395889E-01  4.4716384E+00
  1.8429196E-01  4.4769928E+00
  1.8462504E-01  4.4823438E+00
  1.8495812E-01  4.4876915E+00
  1.8529120E-01  4.4930359E+00
  1.8562427E-01  4.4983770E+00
  1.8595735E-01  4.5037148E+00
  1.8629043E-01  4.5090492E+00
  1.8662351E-01  4.5143804E+00
  1.8695659E-01  4.5197082E+00
  1.8728966E-01  4.5250328E+00
  1.8762274E-01  4.5303540E+00
  1.8795582E-01  4.5356720E+00
  1.8828890E-01  4.5409867E+00
  1.8862197E-01  4.5462981E+00
  1.8895505E-01  4.5516062E+00
  1.8928813E-01  4.5569111E+00
  1.8962121E-01  4.5622126E+00
  1.8995428E-01  4.5675109E+00
  1.9028736E-01  4.5728060E+00
  1.9062044E-01  4.5780978E+00
  1.9095352E-01  4.5833863E+00
  1.9128660E-01  4.5886716E+00
  1.9161967E-01  4.5939537E+00
  1.9195275E-01  4.5992324E+00
  1.9228583E-01  4.6045080E+00
  1.9261891E-01  4.6097803E+00
  1.9295198E-01  4.6150494E+00
  1.9328506E-01  4.6203153E+00
  1.9361814E-01  4.6255779E+00
  1.9395122E-01  4.6308373E+00
  1.9428429E-01  4.6360935E+00
  1.9461737E-01  4.6413465E+00
  1.9495045E-01  4.6465963E+00
  1.9528353E-01  4.6518429E+00
  1.9561661E-01  4.6570862E+00
  1.9594968E-01  4.6623264E+00
  1.9628276E-01  4.6675634E+00
  1.9661584E-01  4.6727972E+00
  1.9694892E-01  4.6780278E+00
  1.9728199E-01  4.6832552E+00
  1.9761507E-01  4.6884795E+00
  1.9794815E-01  4.6937005E+00
  1.9828123E-01  4.6989184E+00
  1.9861430E-01  4.7041332E+00
  1.9894738E-01  4.7093447E+00
  1.9928046E-01  4.7145531E+00
  1.9961354E-01  4.7197584E+00
  1.9994662E-01  4.7249605E+00
  2.0027969E-01  4.7301595E+00
  2.0061277E-01  4.7353553E+00
  2.0094585E-01  4.7405479E+00
  2.0127893E-01  4.7457375E+00
  2.0161200E-01  4.7509239E+00
  2.0194508E-01  4.7561071E+00
  2.0227816E-01  4.7612873E+00
  2.0261124E-01  4.7664643E+00
  2.0294431E-01  4.7716382E+00
  2.0327739E-01  4.7768090E+00
  2.0361047E-01  4.7819767E+00
  2.0394355E-01  4.7871412E+00
  2.0427663E-01  4.7923027E+00
  2.0460970E-01  4.7974611E+00
  2.0494278E-01  4.8026163E+00
  2.0527586E-01  4.8077685E+00
  2.0560894E-01  4.8129176E+00
  2.0594201E-01  4.8180636E+00
  2.0627509E-01  4.8232066E+00
  2.0660817E-01  4.8283464E+00
  2.0694125E-01  4.8334832E+00
  2.0727432E-01  4.8386169E+00
  2.0760740E-01  4.8437475E+00
  2.0794048E-01  4.8488751E+00
  2.0827356E-01  4.8539996E+00
  2.0860664E-01  4.8591211E+00
  2.0893971E-01  4.8642395E+00
  2.0927279E-01  4.8693548E+00
  2.0960587E-01  4.8744672E+00
  2.0993895E-01  4.8795764E+00
  2.1027202E-01  4.8846827E+00
  2.1060510E-01  4.8897859E+00
  2.1093818E-01  4.8948861E+00
  2.1127126E-01  4.8999832E+00
  2.1160433E-01  4.9050774E+00
  2.1193741E-01  4.9101685E+00
  2.1227049E-01  4.9152566E+00
  2.1260357E-01  4.9203417E+00
  2.1293665E-01  4.9254237E+00
  2.1326972E-01  4.9305028E+00
  2.1360280E-01  4.9355789E+00
  2.1393588E-01  4.9406520E+00
  2.1426896E-01  4.9457221E+00
  2.1460203E-01  4.9507892E+00
  2.1493511E-01  4.9558533E+00
  2.1526819E-01  4.9609144E+00
  2.1560127E-01  4.9659726E+00
  2.1593434E-01  4.9710277E+00
  2.1626742E-01  4.9760799E+00
  2.1660050E-01  4.9811292E+00
  2.1693358E-01  4.9861754E+00
  2.1726666E-01  4.9912188E+00
  2.1759973E-01  4.9962591E+00
  2.1793281E-01  5.0012965E+00
  2.1826589E-01  5.0063310E+00
  2.1859897E-01  5.0113625E+00
  2.1893204E-01  5.0163911E+00
  2.1926512E-01  5.0214167E+00
  2.1959820E-01  5.0264394E+00
  2.1993128E-01  5.0314591E+00
  2.2026435E-01  5.0364760E+00
  2.2059743E-01  5.0414899E+00
  2.2093051E-01  5.0465009E+00
  2.2126359E-01  5.0515089E+00
  2.2159667E-01  5.0565141E+00
  2.2192974E-01  5.0615163E+00
  2.2226282E-01  5.0665157E+00
  2.2259590E-01  5.0715121E+00
  2.2292898E-01  5.0765057E+00
  2.2326205E-01  5.0814963E+00
  2.2359513E-01  5.0864841E+00
  2.2392821E-01  5.0914689E+00
  2.2426129E-01  5.0964509E+00
  2.2459436E-01  5.1014300E+00
  2.2492744E-01  5.1064062E+00
  2.2526052E-01  5.1113796E+00
  2.2559360E-01  5.1163500E+00
  2.2592668E-01  5.1213176E+00
  2.2625975E-01  5.1262824E+00
  2.2659283E-01  5.1312443E+00
  2.2692591E-01  5.1362033E+00
  2.2725899E-01  5.1411595E+00
  2.2759206E-01  5.1461128E+00
  2.2792514E-01  5.1510633E+00
  2.2825822E-01  5.1560109E+00
  2.2859130E-01  5.1609557E+00
  2.2892437E-01  5.1658977E+00
  2.2925745E-01  5.1708368E+00
  2.2959053E-01  5.1757731E+00
  2.2992361E-01  5.1807065E+00
  2.3025669E-01  5.1856372E+00
  2.3058976E-01  5.1905650E+00
  2.3092284E-01  5.1954900E+00
  2.3125592E-01  5.2004123E+00
  2.3158900E-01  5.2053317E+00
  2.3192207E-01  5.2102483E+00
  2.3225515E-01  5.2151620E+00
  2.3258823E-01  5.2200730E+00
  2.3292131E-01  5.2249812E+00
  2.3325438E-01  5.2298867E+00
  2.3358746E-01  5.2347893E+00
  2.3392054E-01  5.2396891E+00
  2.3425362E-01  5.2445862E+00
  2.3458670E-01  5.2494805E+00
  2.3491977E-01  5.2543720E+00
  2.3525285E-01  5.2592607E+00
  2.3558593E-01  5.2641467E+00
  2.3591901E-01  5.2690299E+00
  2.3625208E-01  5.2739104E+00
  2.3658516E-01  5.2787881E+00
  2.3691824E-01  5.2836631E+00
  2.3725132E-01  5.2885353E+00
  2.3758439E-01  5.2934047E+00
  2.3791747E-01  5.2982714E+00
  2.3825055E-01  5.3031354E+00
  2.3858363E-01  5.3079966E+00
  2.3891671E-01  5.3128552E+00
  2.3924978E-01  5.3177109E+00
  2.3958286E-01  5.3225640E+00
  2.3991594E-01  5.3274143E+00
