# PC-SAFT-Titan -- Daniel Cordier
# https://www.researchgate.net/profile/Daniel_Cordier
# http://orcid.org/0000-0003-4515-6271
#
# Computation date: 07/07/2021 -- 20h 49min 18s
# Temperature:   120.00 K
# Species 1: N2    
# Species 2: CH4   
#
# xN2 (liq)      P (bar)      
  2.3491977E-01  8.6611755E+00
  2.3525285E-01  8.6690513E+00
  2.3558593E-01  8.6769233E+00
  2.3591901E-01  8.6847917E+00
  2.3625208E-01  8.6926565E+00
  2.3658516E-01  8.7005175E+00
  2.3691824E-01  8.7083749E+00
  2.3725132E-01  8.7162287E+00
  2.3758439E-01  8.7240788E+00
  2.3791747E-01  8.7319253E+00
  2.3825055E-01  8.7397681E+00
  2.3858363E-01  8.7476073E+00
  2.3891671E-01  8.7554428E+00
  2.3924978E-01  8.7632748E+00
  2.3958286E-01  8.7711031E+00
  2.3991594E-01  8.7789278E+00
  2.4024902E-01  8.7867488E+00
  2.4058209E-01  8.7945663E+00
  2.4091517E-01  8.8023802E+00
  2.4124825E-01  8.8101904E+00
  2.4158133E-01  8.8179971E+00
  2.4191440E-01  8.8258002E+00
  2.4224748E-01  8.8335996E+00
  2.4258056E-01  8.8413955E+00
  2.4291364E-01  8.8491879E+00
  2.4324672E-01  8.8569766E+00
  2.4357979E-01  8.8647618E+00
  2.4391287E-01  8.8725434E+00
  2.4424595E-01  8.8803214E+00
  2.4457903E-01  8.8880959E+00
  2.4491210E-01  8.8958668E+00
  2.4524518E-01  8.9036342E+00
  2.4557826E-01  8.9113980E+00
  2.4591134E-01  8.9191583E+00
  2.4624441E-01  8.9269150E+00
  2.4657749E-01  8.9346683E+00
  2.4691057E-01  8.9424179E+00
  2.4724365E-01  8.9501641E+00
  2.4757673E-01  8.9579067E+00
  2.4790980E-01  8.9656458E+00
  2.4824288E-01  8.9733814E+00
  2.4857596E-01  8.9811135E+00
  2.4890904E-01  8.9888421E+00
  2.4924211E-01  8.9965672E+00
  2.4957519E-01  9.0042888E+00
  2.4990827E-01  9.0120069E+00
  2.5024135E-01  9.0197215E+00
  2.5057442E-01  9.0274327E+00
  2.5090750E-01  9.0351403E+00
  2.5124058E-01  9.0428445E+00
  2.5157366E-01  9.0505452E+00
  2.5190674E-01  9.0582424E+00
  2.5223981E-01  9.0659362E+00
  2.5257289E-01  9.0736265E+00
  2.5290597E-01  9.0813134E+00
  2.5323905E-01  9.0889968E+00
  2.5357212E-01  9.0966768E+00
  2.5390520E-01  9.1043533E+00
  2.5423828E-01  9.1120264E+00
  2.5457136E-01  9.1196960E+00
  2.5490443E-01  9.1273623E+00
  2.5523751E-01  9.1350251E+00
  2.5557059E-01  9.1426844E+00
  2.5590367E-01  9.1503404E+00
  2.5623675E-01  9.1579929E+00
  2.5656982E-01  9.1656421E+00
  2.5690290E-01  9.1732878E+00
  2.5723598E-01  9.1809301E+00
  2.5756906E-01  9.1885691E+00
  2.5790213E-01  9.1962046E+00
  2.5823521E-01  9.2038367E+00
  2.5856829E-01  9.2114655E+00
  2.5890137E-01  9.2190909E+00
  2.5923444E-01  9.2267129E+00
  2.5956752E-01  9.2343316E+00
  2.5990060E-01  9.2419468E+00
  2.6023368E-01  9.2495587E+00
  2.6056676E-01  9.2571673E+00
  2.6089983E-01  9.2647725E+00
  2.6123291E-01  9.2723743E+00
  2.6156599E-01  9.2799728E+00
  2.6189907E-01  9.2875680E+00
  2.6223214E-01  9.2951598E+00
  2.6256522E-01  9.3027483E+00
  2.6289830E-01  9.3103334E+00
  2.6323138E-01  9.3179152E+00
  2.6356445E-01  9.3254937E+00
  2.6389753E-01  9.3330689E+00
  2.6423061E-01  9.3406408E+00
  2.6456369E-01  9.3482093E+00
  2.6489677E-01  9.3557746E+00
  2.6522984E-01  9.3633365E+00
  2.6556292E-01  9.3708952E+00
  2.6589600E-01  9.3784505E+00
  2.6622908E-01  9.3860026E+00
  2.6656215E-01  9.3935513E+00
  2.6689523E-01  9.4010968E+00
  2.6722831E-01  9.4086391E+00
  2.6756139E-01  9.4161780E+00
  2.6789446E-01  9.4237137E+00
  2.6822754E-01  9.4312461E+00
  2.6856062E-01  9.4387752E+00
  2.6889370E-01  9.4463011E+00
  2.6922678E-01  9.4538237E+00
  2.6955985E-01  9.4613431E+00
  2.6989293E-01  9.4688593E+00
  2.7022601E-01  9.4763722E+00
  2.7055909E-01  9.4838818E+00
  2.7089216E-01  9.4913882E+00
  2.7122524E-01  9.4988914E+00
  2.7155832E-01  9.5063914E+00
  2.7189140E-01  9.5138882E+00
  2.7222447E-01  9.5213817E+00
  2.7255755E-01  9.5288720E+00
  2.7289063E-01  9.5363591E+00
  2.7322371E-01  9.5438430E+00
  2.7355679E-01  9.5513237E+00
  2.7388986E-01  9.5588013E+00
  2.7422294E-01  9.5662756E+00
  2.7455602E-01  9.5737467E+00
  2.7488910E-01  9.5812146E+00
  2.7522217E-01  9.5886794E+00
  2.7555525E-01  9.5961410E+00
  2.7588833E-01  9.6035994E+00
  2.7622141E-01  9.6110546E+00
  2.7655448E-01  9.6185067E+00
  2.7688756E-01  9.6259556E+00
  2.7722064E-01  9.6334014E+00
  2.7755372E-01  9.6408440E+00
  2.7788680E-01  9.6482835E+00
  2.7821987E-01  9.6557198E+00
  2.7855295E-01  9.6631529E+00
  2.7888603E-01  9.6705830E+00
  2.7921911E-01  9.6780099E+00
  2.7955218E-01  9.6854337E+00
  2.7988526E-01  9.6928543E+00
  2.8021834E-01  9.7002718E+00
  2.8055142E-01  9.7076862E+00
  2.8088449E-01  9.7150975E+00
  2.8121757E-01  9.7225057E+00
  2.8155065E-01  9.7299108E+00
  2.8188373E-01  9.7373128E+00
  2.8221681E-01  9.7447117E+00
  2.8254988E-01  9.7521075E+00
  2.8288296E-01  9.7595002E+00
  2.8321604E-01  9.7668898E+00
  2.8354912E-01  9.7742763E+00
  2.8388219E-01  9.7816598E+00
  2.8421527E-01  9.7890402E+00
  2.8454835E-01  9.7964175E+00
  2.8488143E-01  9.8037917E+00
  2.8521450E-01  9.8111629E+00
  2.8554758E-01  9.8185311E+00
  2.8588066E-01  9.8258961E+00
  2.8621374E-01  9.8332582E+00
  2.8654682E-01  9.8406172E+00
  2.8687989E-01  9.8479731E+00
  2.8721297E-01  9.8553260E+00
  2.8754605E-01  9.8626759E+00
  2.8787913E-01  9.8700227E+00
  2.8821220E-01  9.8773665E+00
  2.8854528E-01  9.8847073E+00
  2.8887836E-01  9.8920451E+00
  2.8921144E-01  9.8993799E+00
  2.8954451E-01  9.9067116E+00
  2.8987759E-01  9.9140404E+00
  2.9021067E-01  9.9213661E+00
  2.9054375E-01  9.9286889E+00
  2.9087683E-01  9.9360086E+00
  2.9120990E-01  9.9433254E+00
  2.9154298E-01  9.9506391E+00
  2.9187606E-01  9.9579499E+00
  2.9220914E-01  9.9652577E+00
  2.9254221E-01  9.9725626E+00
  2.9287529E-01  9.9798645E+00
  2.9320837E-01  9.9871634E+00
  2.9354145E-01  9.9944593E+00
  2.9387452E-01  1.0001752E+01
  2.9420760E-01  1.0009042E+01
  2.9454068E-01  1.0016329E+01
  2.9487376E-01  1.0023613E+01
  2.9520684E-01  1.0030895E+01
  2.9553991E-01  1.0038173E+01
  2.9587299E-01  1.0045448E+01
  2.9620607E-01  1.0052721E+01
  2.9653915E-01  1.0059990E+01
  2.9687222E-01  1.0067257E+01
  2.9720530E-01  1.0074520E+01
  2.9753838E-01  1.0081781E+01
  2.9787146E-01  1.0089039E+01
  2.9820453E-01  1.0096294E+01
  2.9853761E-01  1.0103545E+01
  2.9887069E-01  1.0110795E+01
  2.9920377E-01  1.0118041E+01
  2.9953685E-01  1.0125284E+01
  2.9986992E-01  1.0132524E+01
  3.0020300E-01  1.0139762E+01
  3.0053608E-01  1.0146996E+01
  3.0086916E-01  1.0154228E+01
  3.0120223E-01  1.0161457E+01
  3.0153531E-01  1.0168683E+01
  3.0186839E-01  1.0175906E+01
  3.0220147E-01  1.0183126E+01
  3.0253454E-01  1.0190344E+01
  3.0286762E-01  1.0197558E+01
  3.0320070E-01  1.0204770E+01
  3.0353378E-01  1.0211979E+01
  3.0386686E-01  1.0219185E+01
  3.0419993E-01  1.0226388E+01
  3.0453301E-01  1.0233589E+01
  3.0486609E-01  1.0240786E+01
  3.0519917E-01  1.0247981E+01
  3.0553224E-01  1.0255173E+01
  3.0586532E-01  1.0262362E+01
  3.0619840E-01  1.0269548E+01
  3.0653148E-01  1.0276731E+01
  3.0686455E-01  1.0283912E+01
  3.0719763E-01  1.0291090E+01
  3.0753071E-01  1.0298265E+01
  3.0786379E-01  1.0305437E+01
  3.0819687E-01  1.0312606E+01
  3.0852994E-01  1.0319773E+01
  3.0886302E-01  1.0326937E+01
  3.0919610E-01  1.0334098E+01
  3.0952918E-01  1.0341256E+01
  3.0986225E-01  1.0348412E+01
  3.1019533E-01  1.0355564E+01
  3.1052841E-01  1.0362714E+01
  3.1086149E-01  1.0369862E+01
  3.1119456E-01  1.0377006E+01
  3.1152764E-01  1.0384148E+01
  3.1186072E-01  1.0391287E+01
  3.1219380E-01  1.0398423E+01
  3.1252688E-01  1.0405556E+01
  3.1285995E-01  1.0412687E+01
  3.1319303E-01  1.0419815E+01
  3.1352611E-01  1.0426940E+01
  3.1385919E-01  1.0434063E+01
  3.1419226E-01  1.0441183E+01
  3.1452534E-01  1.0448300E+01
  3.1485842E-01  1.0455414E+01
  3.1519150E-01  1.0462526E+01
  3.1552457E-01  1.0469635E+01
  3.1585765E-01  1.0476741E+01
  3.1619073E-01  1.0483845E+01
  3.1652381E-01  1.0490945E+01
  3.1685689E-01  1.0498044E+01
  3.1718996E-01  1.0505139E+01
  3.1752304E-01  1.0512232E+01
  3.1785612E-01  1.0519322E+01
  3.1818920E-01  1.0526409E+01
  3.1852227E-01  1.0533494E+01
  3.1885535E-01  1.0540576E+01
  3.1918843E-01  1.0547656E+01
  3.1952151E-01  1.0554732E+01
  3.1985458E-01  1.0561806E+01
  3.2018766E-01  1.0568878E+01
  3.2052074E-01  1.0575947E+01
  3.2085382E-01  1.0583013E+01
  3.2118690E-01  1.0590076E+01
  3.2151997E-01  1.0597137E+01
  3.2185305E-01  1.0604195E+01
  3.2218613E-01  1.0611251E+01
  3.2251921E-01  1.0618304E+01
  3.2285228E-01  1.0625354E+01
  3.2318536E-01  1.0632402E+01
  3.2351844E-01  1.0639447E+01
  3.2385152E-01  1.0646489E+01
  3.2418459E-01  1.0653529E+01
  3.2451767E-01  1.0660567E+01
  3.2485075E-01  1.0667601E+01
  3.2518383E-01  1.0674633E+01
  3.2551691E-01  1.0681663E+01
  3.2584998E-01  1.0688690E+01
  3.2618306E-01  1.0695714E+01
  3.2651614E-01  1.0702736E+01
  3.2684922E-01  1.0709755E+01
  3.2718229E-01  1.0716771E+01
  3.2751537E-01  1.0723785E+01
  3.2784845E-01  1.0730797E+01
  3.2818153E-01  1.0737805E+01
  3.2851460E-01  1.0744812E+01
  3.2884768E-01  1.0751815E+01
  3.2918076E-01  1.0758817E+01
  3.2951384E-01  1.0765815E+01
  3.2984692E-01  1.0772811E+01
  3.3017999E-01  1.0779805E+01
  3.3051307E-01  1.0786796E+01
  3.3084615E-01  1.0793784E+01
  3.3117923E-01  1.0800770E+01
  3.3151230E-01  1.0807754E+01
  3.3184538E-01  1.0814734E+01
  3.3217846E-01  1.0821713E+01
  3.3251154E-01  1.0828689E+01
  3.3284461E-01  1.0835662E+01
  3.3317769E-01  1.0842633E+01
  3.3351077E-01  1.0849601E+01
  3.3384385E-01  1.0856567E+01
  3.3417693E-01  1.0863530E+01
  3.3451000E-01  1.0870491E+01
  3.3484308E-01  1.0877449E+01
  3.3517616E-01  1.0884405E+01
  3.3550924E-01  1.0891359E+01
  3.3584231E-01  1.0898309E+01
  3.3617539E-01  1.0905258E+01
  3.3650847E-01  1.0912204E+01
  3.3684155E-01  1.0919147E+01
  3.3717462E-01  1.0926088E+01
  3.3750770E-01  1.0933027E+01
  3.3784078E-01  1.0939963E+01
  3.3817386E-01  1.0946896E+01
  3.3850694E-01  1.0953828E+01
  3.3884001E-01  1.0960756E+01
  3.3917309E-01  1.0967683E+01
  3.3950617E-01  1.0974606E+01
  3.3983925E-01  1.0981528E+01
  3.4017232E-01  1.0988447E+01
  3.4050540E-01  1.0995363E+01
  3.4083848E-01  1.1002278E+01
  3.4117156E-01  1.1009189E+01
  3.4150463E-01  1.1016099E+01
  3.4183771E-01  1.1023005E+01
  3.4217079E-01  1.1029910E+01
  3.4250387E-01  1.1036812E+01
  3.4283695E-01  1.1043712E+01
  3.4317002E-01  1.1050609E+01
  3.4350310E-01  1.1057504E+01
  3.4383618E-01  1.1064396E+01
  3.4416926E-01  1.1071286E+01
  3.4450233E-01  1.1078174E+01
  3.4483541E-01  1.1085060E+01
  3.4516849E-01  1.1091943E+01
  3.4550157E-01  1.1098823E+01
  3.4583464E-01  1.1105701E+01
  3.4616772E-01  1.1112577E+01
  3.4650080E-01  1.1119451E+01
  3.4683388E-01  1.1126322E+01
  3.4716696E-01  1.1133191E+01
  3.4750003E-01  1.1140057E+01
  3.4783311E-01  1.1146921E+01
  3.4816619E-01  1.1153783E+01
  3.4849927E-01  1.1160642E+01
  3.4883234E-01  1.1167499E+01
  3.4916542E-01  1.1174354E+01
  3.4949850E-01  1.1181207E+01
  3.4983158E-01  1.1188057E+01
  3.5016465E-01  1.1194904E+01
  3.5049773E-01  1.1201750E+01
  3.5083081E-01  1.1208593E+01
  3.5116389E-01  1.1215434E+01
  3.5149697E-01  1.1222272E+01
  3.5183004E-01  1.1229109E+01
  3.5216312E-01  1.1235943E+01
  3.5249620E-01  1.1242774E+01
  3.5282928E-01  1.1249604E+01
  3.5316235E-01  1.1256431E+01
  3.5349543E-01  1.1263255E+01
  3.5382851E-01  1.1270078E+01
  3.5416159E-01  1.1276898E+01
  3.5449466E-01  1.1283716E+01
  3.5482774E-01  1.1290532E+01
  3.5516082E-01  1.1297345E+01
  3.5549390E-01  1.1304156E+01
  3.5582698E-01  1.1310965E+01
  3.5616005E-01  1.1317772E+01
  3.5649313E-01  1.1324576E+01
  3.5682621E-01  1.1331378E+01
  3.5715929E-01  1.1338178E+01
  3.5749236E-01  1.1344976E+01
  3.5782544E-01  1.1351771E+01
  3.5815852E-01  1.1358565E+01
  3.5849160E-01  1.1365356E+01
  3.5882467E-01  1.1372144E+01
  3.5915775E-01  1.1378931E+01
  3.5949083E-01  1.1385715E+01
  3.5982391E-01  1.1392497E+01
  3.6015699E-01  1.1399277E+01
  3.6049006E-01  1.1406055E+01
  3.6082314E-01  1.1412830E+01
  3.6115622E-01  1.1419603E+01
  3.6148930E-01  1.1426374E+01
  3.6182237E-01  1.1433143E+01
  3.6215545E-01  1.1439910E+01
  3.6248853E-01  1.1446674E+01
  3.6282161E-01  1.1453437E+01
  3.6315468E-01  1.1460197E+01
  3.6348776E-01  1.1466955E+01
  3.6382084E-01  1.1473711E+01
  3.6415392E-01  1.1480464E+01
  3.6448700E-01  1.1487216E+01
  3.6482007E-01  1.1493965E+01
  3.6515315E-01  1.1500712E+01
  3.6548623E-01  1.1507457E+01
  3.6581931E-01  1.1514200E+01
  3.6615238E-01  1.1520941E+01
  3.6648546E-01  1.1527679E+01
  3.6681854E-01  1.1534416E+01
  3.6715162E-01  1.1541150E+01
  3.6748469E-01  1.1547882E+01
  3.6781777E-01  1.1554612E+01
  3.6815085E-01  1.1561340E+01
  3.6848393E-01  1.1568066E+01
  3.6881701E-01  1.1574789E+01
  3.6915008E-01  1.1581511E+01
  3.6948316E-01  1.1588230E+01
  3.6981624E-01  1.1594948E+01
  3.7014932E-01  1.1601663E+01
  3.7048239E-01  1.1608376E+01
  3.7081547E-01  1.1615087E+01
  3.7114855E-01  1.1621796E+01
  3.7148163E-01  1.1628503E+01
  3.7181470E-01  1.1635208E+01
  3.7214778E-01  1.1641910E+01
  3.7248086E-01  1.1648611E+01
  3.7281394E-01  1.1655309E+01
  3.7314702E-01  1.1662006E+01
  3.7348009E-01  1.1668700E+01
  3.7381317E-01  1.1675393E+01
  3.7414625E-01  1.1682083E+01
  3.7447933E-01  1.1688771E+01
  3.7481240E-01  1.1695457E+01
  3.7514548E-01  1.1702141E+01
  3.7547856E-01  1.1708823E+01
  3.7581164E-01  1.1715503E+01
  3.7614471E-01  1.1722181E+01
  3.7647779E-01  1.1728857E+01
  3.7681087E-01  1.1735531E+01
  3.7714395E-01  1.1742203E+01
  3.7747703E-01  1.1748873E+01
  3.7781010E-01  1.1755541E+01
  3.7814318E-01  1.1762207E+01
  3.7847626E-01  1.1768871E+01
  3.7880934E-01  1.1775532E+01
  3.7914241E-01  1.1782192E+01
  3.7947549E-01  1.1788850E+01
  3.7980857E-01  1.1795506E+01
  3.8014165E-01  1.1802160E+01
  3.8047472E-01  1.1808811E+01
  3.8080780E-01  1.1815461E+01
  3.8114088E-01  1.1822109E+01
  3.8147396E-01  1.1828755E+01
  3.8180704E-01  1.1835399E+01
  3.8214011E-01  1.1842041E+01
  3.8247319E-01  1.1848681E+01
  3.8280627E-01  1.1855319E+01
  3.8313935E-01  1.1861955E+01
  3.8347242E-01  1.1868589E+01
  3.8380550E-01  1.1875221E+01
  3.8413858E-01  1.1881851E+01
  3.8447166E-01  1.1888479E+01
  3.8480473E-01  1.1895106E+01
  3.8513781E-01  1.1901730E+01
  3.8547089E-01  1.1908352E+01
  3.8580397E-01  1.1914973E+01
  3.8613705E-01  1.1921591E+01
  3.8647012E-01  1.1928208E+01
  3.8680320E-01  1.1934823E+01
  3.8713628E-01  1.1941435E+01
  3.8746936E-01  1.1948046E+01
  3.8780243E-01  1.1954655E+01
  3.8813551E-01  1.1961262E+01
  3.8846859E-01  1.1967867E+01
  3.8880167E-01  1.1974470E+01
  3.8913474E-01  1.1981072E+01
  3.8946782E-01  1.1987671E+01
  3.8980090E-01  1.1994269E+01
  3.9013398E-01  1.2000864E+01
  3.9046706E-01  1.2007458E+01
  3.9080013E-01  1.2014050E+01
  3.9113321E-01  1.2020640E+01
  3.9146629E-01  1.2027228E+01
  3.9179937E-01  1.2033814E+01
  3.9213244E-01  1.2040398E+01
  3.9246552E-01  1.2046981E+01
  3.9279860E-01  1.2053562E+01
  3.9313168E-01  1.2060140E+01
  3.9346475E-01  1.2066717E+01
  3.9379783E-01  1.2073292E+01
  3.9413091E-01  1.2079866E+01
  3.9446399E-01  1.2086437E+01
  3.9479707E-01  1.2093007E+01
  3.9513014E-01  1.2099574E+01
  3.9546322E-01  1.2106140E+01
  3.9579630E-01  1.2112704E+01
  3.9612938E-01  1.2119267E+01
  3.9646245E-01  1.2125827E+01
  3.9679553E-01  1.2132386E+01
  3.9712861E-01  1.2138942E+01
  3.9746169E-01  1.2145497E+01
  3.9779476E-01  1.2152050E+01
  3.9812784E-01  1.2158602E+01
  3.9846092E-01  1.2165151E+01
  3.9879400E-01  1.2171699E+01
  3.9912708E-01  1.2178245E+01
  3.9946015E-01  1.2184789E+01
  3.9979323E-01  1.2191332E+01
  4.0012631E-01  1.2197872E+01
  4.0045939E-01  1.2204411E+01
  4.0079246E-01  1.2210948E+01
  4.0112554E-01  1.2217484E+01
  4.0145862E-01  1.2224017E+01
  4.0179170E-01  1.2230549E+01
  4.0212477E-01  1.2237079E+01
  4.0245785E-01  1.2243607E+01
  4.0279093E-01  1.2250134E+01
  4.0312401E-01  1.2256658E+01
  4.0345709E-01  1.2263181E+01
  4.0379016E-01  1.2269703E+01
  4.0412324E-01  1.2276222E+01
  4.0445632E-01  1.2282740E+01
  4.0478940E-01  1.2289256E+01
  4.0512247E-01  1.2295770E+01
  4.0545555E-01  1.2302283E+01
  4.0578863E-01  1.2308794E+01
  4.0612171E-01  1.2315303E+01
  4.0645478E-01  1.2321810E+01
  4.0678786E-01  1.2328316E+01
  4.0712094E-01  1.2334820E+01
  4.0745402E-01  1.2341322E+01
  4.0778710E-01  1.2347823E+01
  4.0812017E-01  1.2354322E+01
  4.0845325E-01  1.2360819E+01
  4.0878633E-01  1.2367315E+01
  4.0911941E-01  1.2373809E+01
  4.0945248E-01  1.2380301E+01
  4.0978556E-01  1.2386791E+01
  4.1011864E-01  1.2393280E+01
  4.1045172E-01  1.2399767E+01
  4.1078479E-01  1.2406253E+01
  4.1111787E-01  1.2412736E+01
  4.1145095E-01  1.2419218E+01
  4.1178403E-01  1.2425699E+01
  4.1211711E-01  1.2432178E+01
  4.1245018E-01  1.2438655E+01
  4.1278326E-01  1.2445130E+01
  4.1311634E-01  1.2451604E+01
  4.1344942E-01  1.2458077E+01
  4.1378249E-01  1.2464547E+01
  4.1411557E-01  1.2471016E+01
  4.1444865E-01  1.2477483E+01
  4.1478173E-01  1.2483949E+01
  4.1511480E-01  1.2490413E+01
  4.1544788E-01  1.2496876E+01
  4.1578096E-01  1.2503336E+01
  4.1611404E-01  1.2509796E+01
  4.1644712E-01  1.2516253E+01
  4.1678019E-01  1.2522709E+01
  4.1711327E-01  1.2529164E+01
  4.1744635E-01  1.2535617E+01
  4.1777943E-01  1.2542068E+01
  4.1811250E-01  1.2548517E+01
  4.1844558E-01  1.2554965E+01
  4.1877866E-01  1.2561412E+01
  4.1911174E-01  1.2567857E+01
  4.1944481E-01  1.2574300E+01
  4.1977789E-01  1.2580742E+01
  4.2011097E-01  1.2587182E+01
  4.2044405E-01  1.2593620E+01
  4.2077713E-01  1.2600057E+01
  4.2111020E-01  1.2606493E+01
  4.2144328E-01  1.2612927E+01
  4.2177636E-01  1.2619359E+01
  4.2210944E-01  1.2625790E+01
  4.2244251E-01  1.2632219E+01
  4.2277559E-01  1.2638647E+01
  4.2310867E-01  1.2645073E+01
  4.2344175E-01  1.2651497E+01
  4.2377482E-01  1.2657920E+01
  4.2410790E-01  1.2664342E+01
  4.2444098E-01  1.2670762E+01
  4.2477406E-01  1.2677181E+01
  4.2510714E-01  1.2683598E+01
  4.2544021E-01  1.2690013E+01
  4.2577329E-01  1.2696427E+01
  4.2610637E-01  1.2702839E+01
  4.2643945E-01  1.2709250E+01
  4.2677252E-01  1.2715660E+01
  4.2710560E-01  1.2722068E+01
  4.2743868E-01  1.2728474E+01
  4.2777176E-01  1.2734879E+01
  4.2810483E-01  1.2741283E+01
  4.2843791E-01  1.2747685E+01
  4.2877099E-01  1.2754085E+01
  4.2910407E-01  1.2760484E+01
  4.2943715E-01  1.2766882E+01
  4.2977022E-01  1.2773278E+01
  4.3010330E-01  1.2779672E+01
  4.3043638E-01  1.2786065E+01
  4.3076946E-01  1.2792457E+01
  4.3110253E-01  1.2798847E+01
  4.3143561E-01  1.2805236E+01
  4.3176869E-01  1.2811623E+01
  4.3210177E-01  1.2818009E+01
  4.3243484E-01  1.2824394E+01
  4.3276792E-01  1.2830777E+01
  4.3310100E-01  1.2837158E+01
  4.3343408E-01  1.2843538E+01
  4.3376716E-01  1.2849917E+01
  4.3410023E-01  1.2856294E+01
  4.3443331E-01  1.2862670E+01
  4.3476639E-01  1.2869045E+01
  4.3509947E-01  1.2875418E+01
  4.3543254E-01  1.2881789E+01
  4.3576562E-01  1.2888160E+01
  4.3609870E-01  1.2894528E+01
  4.3643178E-01  1.2900896E+01
  4.3676485E-01  1.2907262E+01
  4.3709793E-01  1.2913626E+01
  4.3743101E-01  1.2919990E+01
  4.3776409E-01  1.2926351E+01
  4.3809717E-01  1.2932712E+01
  4.3843024E-01  1.2939071E+01
  4.3876332E-01  1.2945429E+01
  4.3909640E-01  1.2951785E+01
  4.3942948E-01  1.2958140E+01
  4.3976255E-01  1.2964493E+01
  4.4009563E-01  1.2970846E+01
  4.4042871E-01  1.2977196E+01
  4.4076179E-01  1.2983546E+01
  4.4109486E-01  1.2989894E+01
  4.4142794E-01  1.2996241E+01
  4.4176102E-01  1.3002586E+01
  4.4209410E-01  1.3008930E+01
  4.4242718E-01  1.3015273E+01
  4.4276025E-01  1.3021615E+01
  4.4309333E-01  1.3027955E+01
  4.4342641E-01  1.3034294E+01
  4.4375949E-01  1.3040631E+01
  4.4409256E-01  1.3046967E+01
  4.4442564E-01  1.3053302E+01
  4.4475872E-01  1.3059635E+01
  4.4509180E-01  1.3065968E+01
  4.4542487E-01  1.3072299E+01
  4.4575795E-01  1.3078628E+01
  4.4609103E-01  1.3084956E+01
  4.4642411E-01  1.3091283E+01
  4.4675719E-01  1.3097609E+01
  4.4709026E-01  1.3103933E+01
  4.4742334E-01  1.3110257E+01
  4.4775642E-01  1.3116578E+01
  4.4808950E-01  1.3122899E+01
  4.4842257E-01  1.3129218E+01
  4.4875565E-01  1.3135536E+01
  4.4908873E-01  1.3141853E+01
  4.4942181E-01  1.3148168E+01
  4.4975488E-01  1.3154483E+01
  4.5008796E-01  1.3160796E+01
  4.5042104E-01  1.3167107E+01
  4.5075412E-01  1.3173418E+01
  4.5108720E-01  1.3179727E+01
  4.5142027E-01  1.3186035E+01
  4.5175335E-01  1.3192342E+01
  4.5208643E-01  1.3198647E+01
  4.5241951E-01  1.3204951E+01
  4.5275258E-01  1.3211254E+01
  4.5308566E-01  1.3217556E+01
  4.5341874E-01  1.3223857E+01
  4.5375182E-01  1.3230156E+01
  4.5408489E-01  1.3236454E+01
  4.5441797E-01  1.3242751E+01
  4.5475105E-01  1.3249047E+01
  4.5508413E-01  1.3255341E+01
  4.5541721E-01  1.3261634E+01
  4.5575028E-01  1.3267927E+01
  4.5608336E-01  1.3274217E+01
  4.5641644E-01  1.3280507E+01
  4.5674952E-01  1.3286796E+01
  4.5708259E-01  1.3293083E+01
  4.5741567E-01  1.3299369E+01
  4.5774875E-01  1.3305654E+01
  4.5808183E-01  1.3311938E+01
  4.5841490E-01  1.3318220E+01
  4.5874798E-01  1.3324502E+01
  4.5908106E-01  1.3330782E+01
  4.5941414E-01  1.3337061E+01
  4.5974722E-01  1.3343339E+01
  4.6008029E-01  1.3349616E+01
  4.6041337E-01  1.3355892E+01
  4.6074645E-01  1.3362166E+01
  4.6107953E-01  1.3368440E+01
  4.6141260E-01  1.3374712E+01
  4.6174568E-01  1.3380983E+01
  4.6207876E-01  1.3387253E+01
  4.6241184E-01  1.3393522E+01
  4.6274491E-01  1.3399789E+01
  4.6307799E-01  1.3406056E+01
  4.6341107E-01  1.3412321E+01
  4.6374415E-01  1.3418586E+01
  4.6407723E-01  1.3424849E+01
  4.6441030E-01  1.3431111E+01
  4.6474338E-01  1.3437372E+01
  4.6507646E-01  1.3443632E+01
  4.6540954E-01  1.3449891E+01
  4.6574261E-01  1.3456148E+01
  4.6607569E-01  1.3462405E+01
  4.6640877E-01  1.3468660E+01
  4.6674185E-01  1.3474915E+01
  4.6707492E-01  1.3481168E+01
  4.6740800E-01  1.3487421E+01
  4.6774108E-01  1.3493672E+01
  4.6807416E-01  1.3499922E+01
  4.6840724E-01  1.3506171E+01
  4.6874031E-01  1.3512419E+01
  4.6907339E-01  1.3518666E+01
  4.6940647E-01  1.3524912E+01
  4.6973955E-01  1.3531157E+01
  4.7007262E-01  1.3537400E+01
  4.7040570E-01  1.3543643E+01
  4.7073878E-01  1.3549885E+01
  4.7107186E-01  1.3556125E+01
  4.7140493E-01  1.3562365E+01
  4.7173801E-01  1.3568604E+01
  4.7207109E-01  1.3574841E+01
  4.7240417E-01  1.3581078E+01
  4.7273725E-01  1.3587313E+01
  4.7307032E-01  1.3593548E+01
  4.7340340E-01  1.3599781E+01
  4.7373648E-01  1.3606013E+01
  4.7406956E-01  1.3612245E+01
  4.7440263E-01  1.3618475E+01
  4.7473571E-01  1.3624705E+01
  4.7506879E-01  1.3630933E+01
  4.7540187E-01  1.3637161E+01
  4.7573494E-01  1.3643387E+01
  4.7606802E-01  1.3649613E+01
  4.7640110E-01  1.3655837E+01
  4.7673418E-01  1.3662060E+01
  4.7706726E-01  1.3668283E+01
