# PC-SAFT-Titan -- Daniel Cordier
# https://www.researchgate.net/profile/Daniel_Cordier
# http://orcid.org/0000-0003-4515-6271
#
# Computation date: 07/07/2021 -- 20h 48min 42s
# Temperature:   115.00 K
# Species 1: N2    
# Species 2: CH4   
#
# yN2 (vap)      P (bar)      
  5.8610746E-01  3.1638153E+00
  5.8723546E-01  3.1722741E+00
  5.8835679E-01  3.1807273E+00
  5.8947151E-01  3.1891749E+00
  5.9057969E-01  3.1976170E+00
  5.9168138E-01  3.2060534E+00
  5.9277663E-01  3.2144843E+00
  5.9386551E-01  3.2229096E+00
  5.9494806E-01  3.2313294E+00
  5.9602435E-01  3.2397436E+00
  5.9709443E-01  3.2481522E+00
  5.9815836E-01  3.2565553E+00
  5.9921618E-01  3.2649529E+00
  6.0026795E-01  3.2733449E+00
  6.0131373E-01  3.2817314E+00
  6.0235355E-01  3.2901124E+00
  6.0338749E-01  3.2984878E+00
  6.0441558E-01  3.3068578E+00
  6.0543787E-01  3.3152222E+00
  6.0645442E-01  3.3235811E+00
  6.0746528E-01  3.3319346E+00
  6.0847048E-01  3.3402825E+00
  6.0947009E-01  3.3486250E+00
  6.1046414E-01  3.3569620E+00
  6.1145269E-01  3.3652935E+00
  6.1243578E-01  3.3736196E+00
  6.1341345E-01  3.3819402E+00
  6.1438575E-01  3.3902553E+00
  6.1535273E-01  3.3985650E+00
  6.1631442E-01  3.4068693E+00
  6.1727088E-01  3.4151681E+00
  6.1822215E-01  3.4234614E+00
  6.1916826E-01  3.4317494E+00
  6.2010926E-01  3.4400319E+00
  6.2104520E-01  3.4483090E+00
  6.2197611E-01  3.4565807E+00
  6.2290204E-01  3.4648470E+00
  6.2382302E-01  3.4731079E+00
  6.2473909E-01  3.4813634E+00
  6.2565030E-01  3.4896135E+00
  6.2655669E-01  3.4978583E+00
  6.2745828E-01  3.5060976E+00
  6.2835513E-01  3.5143316E+00
  6.2924727E-01  3.5225602E+00
  6.3013473E-01  3.5307835E+00
  6.3101755E-01  3.5390014E+00
  6.3189578E-01  3.5472139E+00
  6.3276944E-01  3.5554211E+00
  6.3363857E-01  3.5636230E+00
  6.3450321E-01  3.5718195E+00
  6.3536340E-01  3.5800108E+00
  6.3621916E-01  3.5881966E+00
  6.3707054E-01  3.5963772E+00
  6.3791756E-01  3.6045525E+00
  6.3876026E-01  3.6127224E+00
  6.3959867E-01  3.6208871E+00
  6.4043283E-01  3.6290464E+00
  6.4126277E-01  3.6372005E+00
  6.4208852E-01  3.6453493E+00
  6.4291012E-01  3.6534928E+00
  6.4372759E-01  3.6616310E+00
  6.4454096E-01  3.6697640E+00
  6.4535028E-01  3.6778917E+00
  6.4615556E-01  3.6860142E+00
  6.4695684E-01  3.6941314E+00
  6.4775416E-01  3.7022433E+00
  6.4854753E-01  3.7103500E+00
  6.4933699E-01  3.7184515E+00
  6.5012257E-01  3.7265478E+00
  6.5090429E-01  3.7346388E+00
  6.5168219E-01  3.7427246E+00
  6.5245630E-01  3.7508052E+00
  6.5322663E-01  3.7588806E+00
  6.5399323E-01  3.7669508E+00
  6.5475611E-01  3.7750158E+00
  6.5551531E-01  3.7830756E+00
  6.5627086E-01  3.7911302E+00
  6.5702277E-01  3.7991796E+00
  6.5777107E-01  3.8072239E+00
  6.5851580E-01  3.8152630E+00
  6.5925697E-01  3.8232969E+00
  6.5999462E-01  3.8313257E+00
  6.6072877E-01  3.8393493E+00
  6.6145944E-01  3.8473678E+00
  6.6218666E-01  3.8553811E+00
  6.6291045E-01  3.8633893E+00
  6.6363084E-01  3.8713923E+00
  6.6434786E-01  3.8793902E+00
  6.6506152E-01  3.8873830E+00
  6.6577185E-01  3.8953707E+00
  6.6647888E-01  3.9033533E+00
  6.6718262E-01  3.9113308E+00
  6.6788311E-01  3.9193031E+00
  6.6858036E-01  3.9272704E+00
  6.6927439E-01  3.9352326E+00
  6.6996524E-01  3.9431897E+00
  6.7065291E-01  3.9511417E+00
  6.7133744E-01  3.9590887E+00
  6.7201885E-01  3.9670306E+00
  6.7269715E-01  3.9749674E+00
  6.7337237E-01  3.9828991E+00
  6.7404453E-01  3.9908258E+00
  6.7471365E-01  3.9987475E+00
  6.7537976E-01  4.0066641E+00
  6.7604286E-01  4.0145757E+00
  6.7670299E-01  4.0224823E+00
  6.7736017E-01  4.0303838E+00
  6.7801440E-01  4.0382803E+00
  6.7866573E-01  4.0461718E+00
  6.7931415E-01  4.0540582E+00
  6.7995970E-01  4.0619397E+00
  6.8060239E-01  4.0698162E+00
  6.8124225E-01  4.0776877E+00
  6.8187928E-01  4.0855541E+00
  6.8251351E-01  4.0934156E+00
  6.8314497E-01  4.1012722E+00
  6.8377366E-01  4.1091237E+00
  6.8439961E-01  4.1169703E+00
  6.8502283E-01  4.1248119E+00
  6.8564334E-01  4.1326486E+00
  6.8626117E-01  4.1404803E+00
  6.8687632E-01  4.1483070E+00
  6.8748882E-01  4.1561288E+00
  6.8809868E-01  4.1639457E+00
  6.8870592E-01  4.1717577E+00
  6.8931056E-01  4.1795647E+00
  6.8991261E-01  4.1873668E+00
  6.9051210E-01  4.1951639E+00
  6.9110903E-01  4.2029562E+00
  6.9170343E-01  4.2107436E+00
  6.9229531E-01  4.2185260E+00
  6.9288469E-01  4.2263036E+00
  6.9347158E-01  4.2340763E+00
  6.9405600E-01  4.2418440E+00
  6.9463797E-01  4.2496069E+00
  6.9521750E-01  4.2573650E+00
  6.9579460E-01  4.2651181E+00
  6.9636930E-01  4.2728664E+00
  6.9694161E-01  4.2806098E+00
  6.9751154E-01  4.2883484E+00
  6.9807911E-01  4.2960821E+00
  6.9864433E-01  4.3038110E+00
  6.9920722E-01  4.3115351E+00
  6.9976779E-01  4.3192543E+00
  7.0032606E-01  4.3269686E+00
  7.0088204E-01  4.3346782E+00
  7.0143575E-01  4.3423829E+00
  7.0198720E-01  4.3500828E+00
  7.0253640E-01  4.3577780E+00
  7.0308337E-01  4.3654683E+00
  7.0362813E-01  4.3731538E+00
  7.0417068E-01  4.3808345E+00
  7.0471104E-01  4.3885104E+00
  7.0524923E-01  4.3961815E+00
  7.0578525E-01  4.4038479E+00
  7.0631912E-01  4.4115095E+00
  7.0685085E-01  4.4191663E+00
  7.0738047E-01  4.4268183E+00
  7.0790797E-01  4.4344656E+00
  7.0843337E-01  4.4421081E+00
  7.0895669E-01  4.4497459E+00
  7.0947794E-01  4.4573790E+00
  7.0999712E-01  4.4650073E+00
  7.1051426E-01  4.4726309E+00
  7.1102937E-01  4.4802497E+00
  7.1154245E-01  4.4878638E+00
  7.1205353E-01  4.4954732E+00
  7.1256260E-01  4.5030779E+00
  7.1306969E-01  4.5106779E+00
  7.1357481E-01  4.5182732E+00
  7.1407796E-01  4.5258637E+00
  7.1457916E-01  4.5334496E+00
  7.1507842E-01  4.5410308E+00
  7.1557576E-01  4.5486073E+00
  7.1607118E-01  4.5561791E+00
  7.1656469E-01  4.5637463E+00
  7.1705632E-01  4.5713088E+00
  7.1754605E-01  4.5788666E+00
  7.1803392E-01  4.5864198E+00
  7.1851993E-01  4.5939683E+00
  7.1900409E-01  4.6015121E+00
  7.1948641E-01  4.6090513E+00
  7.1996690E-01  4.6165859E+00
  7.2044557E-01  4.6241159E+00
  7.2092244E-01  4.6316412E+00
  7.2139752E-01  4.6391619E+00
  7.2187080E-01  4.6466779E+00
  7.2234231E-01  4.6541894E+00
  7.2281206E-01  4.6616962E+00
  7.2328005E-01  4.6691985E+00
  7.2374630E-01  4.6766961E+00
  7.2421081E-01  4.6841892E+00
  7.2467359E-01  4.6916776E+00
  7.2513467E-01  4.6991615E+00
  7.2559403E-01  4.7066408E+00
  7.2605170E-01  4.7141155E+00
  7.2650769E-01  4.7215856E+00
  7.2696200E-01  4.7290512E+00
  7.2741464E-01  4.7365122E+00
  7.2786563E-01  4.7439687E+00
  7.2831496E-01  4.7514206E+00
  7.2876266E-01  4.7588679E+00
  7.2920873E-01  4.7663108E+00
  7.2965318E-01  4.7737490E+00
  7.3009602E-01  4.7811828E+00
  7.3053725E-01  4.7886120E+00
  7.3097689E-01  4.7960367E+00
  7.3141495E-01  4.8034569E+00
  7.3185143E-01  4.8108726E+00
  7.3228635E-01  4.8182837E+00
  7.3271970E-01  4.8256904E+00
  7.3315151E-01  4.8330926E+00
  7.3358178E-01  4.8404903E+00
  7.3401051E-01  4.8478834E+00
  7.3443772E-01  4.8552721E+00
  7.3486342E-01  4.8626564E+00
  7.3528760E-01  4.8700361E+00
  7.3571029E-01  4.8774114E+00
  7.3613149E-01  4.8847822E+00
  7.3655120E-01  4.8921486E+00
  7.3696944E-01  4.8995105E+00
  7.3738621E-01  4.9068679E+00
  7.3780153E-01  4.9142209E+00
  7.3821539E-01  4.9215695E+00
  7.3862781E-01  4.9289136E+00
  7.3903879E-01  4.9362533E+00
  7.3944835E-01  4.9435886E+00
  7.3985649E-01  4.9509195E+00
  7.4026322E-01  4.9582459E+00
  7.4066854E-01  4.9655679E+00
  7.4107246E-01  4.9728855E+00
  7.4147499E-01  4.9801988E+00
  7.4187615E-01  4.9875076E+00
  7.4227592E-01  4.9948120E+00
  7.4267433E-01  5.0021120E+00
  7.4307138E-01  5.0094077E+00
  7.4346708E-01  5.0166990E+00
  7.4386143E-01  5.0239859E+00
  7.4425444E-01  5.0312684E+00
  7.4464612E-01  5.0385466E+00
  7.4503647E-01  5.0458204E+00
  7.4542551E-01  5.0530898E+00
  7.4581324E-01  5.0603550E+00
  7.4619966E-01  5.0676157E+00
  7.4658478E-01  5.0748721E+00
  7.4696862E-01  5.0821242E+00
  7.4735117E-01  5.0893720E+00
  7.4773244E-01  5.0966154E+00
  7.4811244E-01  5.1038545E+00
  7.4849118E-01  5.1110893E+00
  7.4886866E-01  5.1183198E+00
  7.4924489E-01  5.1255459E+00
  7.4961988E-01  5.1327678E+00
  7.4999363E-01  5.1399853E+00
  7.5036614E-01  5.1471986E+00
  7.5073743E-01  5.1544076E+00
  7.5110751E-01  5.1616123E+00
  7.5147637E-01  5.1688127E+00
  7.5184402E-01  5.1760088E+00
  7.5221047E-01  5.1832007E+00
  7.5257573E-01  5.1903883E+00
  7.5293980E-01  5.1975717E+00
  7.5330268E-01  5.2047507E+00
  7.5366439E-01  5.2119256E+00
  7.5402493E-01  5.2190962E+00
  7.5438431E-01  5.2262625E+00
  7.5474252E-01  5.2334246E+00
  7.5509959E-01  5.2405825E+00
  7.5545550E-01  5.2477361E+00
  7.5581028E-01  5.2548855E+00
  7.5616392E-01  5.2620307E+00
  7.5651643E-01  5.2691717E+00
  7.5686781E-01  5.2763085E+00
  7.5721808E-01  5.2834411E+00
  7.5756724E-01  5.2905694E+00
  7.5791528E-01  5.2976936E+00
  7.5826223E-01  5.3048136E+00
  7.5860807E-01  5.3119294E+00
  7.5895283E-01  5.3190410E+00
  7.5929650E-01  5.3261484E+00
  7.5963909E-01  5.3332516E+00
  7.5998060E-01  5.3403507E+00
  7.6032105E-01  5.3474456E+00
  7.6066043E-01  5.3545364E+00
  7.6099875E-01  5.3616230E+00
  7.6133601E-01  5.3687055E+00
  7.6167223E-01  5.3757838E+00
  7.6200740E-01  5.3828579E+00
  7.6234154E-01  5.3899279E+00
  7.6267463E-01  5.3969938E+00
  7.6300671E-01  5.4040556E+00
  7.6333775E-01  5.4111132E+00
  7.6366778E-01  5.4181668E+00
  7.6399679E-01  5.4252162E+00
  7.6432480E-01  5.4322615E+00
  7.6465180E-01  5.4393026E+00
  7.6497780E-01  5.4463397E+00
  7.6530280E-01  5.4533727E+00
  7.6562682E-01  5.4604016E+00
  7.6594985E-01  5.4674264E+00
  7.6627190E-01  5.4744472E+00
  7.6659297E-01  5.4814638E+00
  7.6691307E-01  5.4884764E+00
  7.6723221E-01  5.4954849E+00
  7.6755038E-01  5.5024893E+00
  7.6786760E-01  5.5094897E+00
  7.6818386E-01  5.5164860E+00
  7.6849918E-01  5.5234783E+00
  7.6881355E-01  5.5304665E+00
  7.6912698E-01  5.5374507E+00
  7.6943947E-01  5.5444308E+00
  7.6975104E-01  5.5514069E+00
  7.7006168E-01  5.5583790E+00
  7.7037139E-01  5.5653471E+00
  7.7068019E-01  5.5723111E+00
  7.7098808E-01  5.5792711E+00
  7.7129505E-01  5.5862271E+00
  7.7160112E-01  5.5931791E+00
  7.7190629E-01  5.6001271E+00
  7.7221057E-01  5.6070711E+00
  7.7251395E-01  5.6140111E+00
  7.7281644E-01  5.6209471E+00
  7.7311805E-01  5.6278792E+00
  7.7341878E-01  5.6348072E+00
  7.7371863E-01  5.6417313E+00
  7.7401761E-01  5.6486514E+00
  7.7431572E-01  5.6555675E+00
  7.7461297E-01  5.6624797E+00
  7.7490935E-01  5.6693879E+00
  7.7520488E-01  5.6762921E+00
  7.7549956E-01  5.6831924E+00
  7.7579339E-01  5.6900888E+00
  7.7608638E-01  5.6969812E+00
  7.7637852E-01  5.7038697E+00
  7.7666983E-01  5.7107543E+00
  7.7696031E-01  5.7176349E+00
  7.7724995E-01  5.7245116E+00
  7.7753877E-01  5.7313844E+00
  7.7782677E-01  5.7382532E+00
  7.7811395E-01  5.7451182E+00
  7.7840031E-01  5.7519792E+00
  7.7868586E-01  5.7588364E+00
  7.7897061E-01  5.7656896E+00
  7.7925455E-01  5.7725390E+00
  7.7953770E-01  5.7793844E+00
  7.7982004E-01  5.7862260E+00
  7.8010159E-01  5.7930637E+00
  7.8038236E-01  5.7998976E+00
  7.8066234E-01  5.8067275E+00
  7.8094153E-01  5.8135536E+00
  7.8121995E-01  5.8203758E+00
  7.8149759E-01  5.8271942E+00
  7.8177446E-01  5.8340087E+00
  7.8205056E-01  5.8408194E+00
  7.8232589E-01  5.8476262E+00
  7.8260046E-01  5.8544292E+00
  7.8287428E-01  5.8612283E+00
  7.8314734E-01  5.8680236E+00
  7.8341964E-01  5.8748151E+00
  7.8369120E-01  5.8816028E+00
  7.8396202E-01  5.8883866E+00
  7.8423209E-01  5.8951666E+00
  7.8450142E-01  5.9019429E+00
  7.8477001E-01  5.9087153E+00
  7.8503788E-01  5.9154839E+00
  7.8530501E-01  5.9222487E+00
  7.8557142E-01  5.9290097E+00
  7.8583711E-01  5.9357669E+00
  7.8610207E-01  5.9425204E+00
  7.8636632E-01  5.9492700E+00
  7.8662985E-01  5.9560159E+00
  7.8689268E-01  5.9627580E+00
  7.8715479E-01  5.9694964E+00
  7.8741621E-01  5.9762309E+00
  7.8767692E-01  5.9829618E+00
  7.8793693E-01  5.9896888E+00
  7.8819625E-01  5.9964121E+00
  7.8845487E-01  6.0031317E+00
  7.8871280E-01  6.0098475E+00
  7.8897005E-01  6.0165596E+00
  7.8922662E-01  6.0232680E+00
  7.8948250E-01  6.0299726E+00
  7.8973770E-01  6.0366735E+00
  7.8999223E-01  6.0433707E+00
  7.9024609E-01  6.0500641E+00
  7.9049928E-01  6.0567539E+00
  7.9075180E-01  6.0634399E+00
  7.9100366E-01  6.0701222E+00
  7.9125486E-01  6.0768009E+00
  7.9150540E-01  6.0834758E+00
  7.9175528E-01  6.0901471E+00
  7.9200451E-01  6.0968146E+00
  7.9225309E-01  6.1034785E+00
  7.9250103E-01  6.1101387E+00
  7.9274832E-01  6.1167952E+00
  7.9299496E-01  6.1234481E+00
  7.9324097E-01  6.1300972E+00
  7.9348634E-01  6.1367428E+00
  7.9373108E-01  6.1433846E+00
  7.9397519E-01  6.1500228E+00
  7.9421867E-01  6.1566574E+00
  7.9446152E-01  6.1632883E+00
  7.9470375E-01  6.1699156E+00
  7.9494535E-01  6.1765392E+00
  7.9518634E-01  6.1831592E+00
  7.9542672E-01  6.1897756E+00
  7.9566648E-01  6.1963884E+00
  7.9590563E-01  6.2029975E+00
  7.9614417E-01  6.2096030E+00
  7.9638210E-01  6.2162049E+00
  7.9661944E-01  6.2228032E+00
  7.9685617E-01  6.2293979E+00
  7.9709230E-01  6.2359890E+00
  7.9732784E-01  6.2425765E+00
  7.9756278E-01  6.2491604E+00
  7.9779713E-01  6.2557407E+00
  7.9803090E-01  6.2623174E+00
  7.9826408E-01  6.2688906E+00
  7.9849667E-01  6.2754601E+00
  7.9872868E-01  6.2820261E+00
  7.9896012E-01  6.2885886E+00
  7.9919097E-01  6.2951475E+00
  7.9942125E-01  6.3017028E+00
  7.9965096E-01  6.3082545E+00
  7.9988010E-01  6.3148027E+00
  8.0010867E-01  6.3213474E+00
  8.0033668E-01  6.3278885E+00
  8.0056412E-01  6.3344261E+00
  8.0079101E-01  6.3409602E+00
  8.0101733E-01  6.3474907E+00
  8.0124310E-01  6.3540177E+00
  8.0146831E-01  6.3605412E+00
  8.0169297E-01  6.3670611E+00
  8.0191708E-01  6.3735776E+00
  8.0214065E-01  6.3800905E+00
  8.0236366E-01  6.3865999E+00
  8.0258614E-01  6.3931059E+00
  8.0280807E-01  6.3996083E+00
  8.0302947E-01  6.4061072E+00
  8.0325033E-01  6.4126027E+00
  8.0347065E-01  6.4190946E+00
  8.0369044E-01  6.4255831E+00
  8.0390970E-01  6.4320681E+00
  8.0412843E-01  6.4385497E+00
  8.0434664E-01  6.4450277E+00
  8.0456432E-01  6.4515023E+00
  8.0478148E-01  6.4579735E+00
  8.0499811E-01  6.4644412E+00
  8.0521423E-01  6.4709054E+00
  8.0542984E-01  6.4773662E+00
  8.0564493E-01  6.4838235E+00
  8.0585950E-01  6.4902774E+00
  8.0607357E-01  6.4967279E+00
  8.0628713E-01  6.5031749E+00
  8.0650018E-01  6.5096185E+00
  8.0671273E-01  6.5160587E+00
  8.0692478E-01  6.5224954E+00
  8.0713632E-01  6.5289288E+00
  8.0734737E-01  6.5353587E+00
  8.0755792E-01  6.5417852E+00
  8.0776797E-01  6.5482083E+00
  8.0797754E-01  6.5546280E+00
  8.0818661E-01  6.5610444E+00
  8.0839519E-01  6.5674573E+00
  8.0860328E-01  6.5738668E+00
  8.0881090E-01  6.5802730E+00
  8.0901802E-01  6.5866757E+00
  8.0922467E-01  6.5930751E+00
  8.0943083E-01  6.5994712E+00
  8.0963652E-01  6.6058638E+00
  8.0984173E-01  6.6122531E+00
  8.1004647E-01  6.6186390E+00
  8.1025073E-01  6.6250216E+00
  8.1045453E-01  6.6314008E+00
  8.1065785E-01  6.6377767E+00
  8.1086071E-01  6.6441492E+00
  8.1106310E-01  6.6505184E+00
  8.1126503E-01  6.6568843E+00
  8.1146650E-01  6.6632468E+00
  8.1166750E-01  6.6696060E+00
  8.1186805E-01  6.6759618E+00
  8.1206814E-01  6.6823144E+00
  8.1226778E-01  6.6886636E+00
  8.1246696E-01  6.6950095E+00
  8.1266569E-01  6.7013521E+00
  8.1286397E-01  6.7076914E+00
  8.1306181E-01  6.7140274E+00
  8.1325919E-01  6.7203601E+00
  8.1345614E-01  6.7266896E+00
  8.1365263E-01  6.7330157E+00
  8.1384869E-01  6.7393385E+00
  8.1404431E-01  6.7456581E+00
  8.1423949E-01  6.7519743E+00
  8.1443423E-01  6.7582873E+00
  8.1462853E-01  6.7645971E+00
  8.1482241E-01  6.7709035E+00
  8.1501585E-01  6.7772068E+00
  8.1520886E-01  6.7835067E+00
  8.1540144E-01  6.7898034E+00
  8.1559360E-01  6.7960968E+00
  8.1578532E-01  6.8023870E+00
  8.1597663E-01  6.8086740E+00
  8.1616751E-01  6.8149577E+00
  8.1635797E-01  6.8212382E+00
  8.1654802E-01  6.8275154E+00
  8.1673764E-01  6.8337895E+00
  8.1692685E-01  6.8400603E+00
  8.1711564E-01  6.8463279E+00
  8.1730402E-01  6.8525922E+00
  8.1749199E-01  6.8588534E+00
  8.1767955E-01  6.8651113E+00
  8.1786670E-01  6.8713661E+00
  8.1805344E-01  6.8776176E+00
  8.1823977E-01  6.8838660E+00
  8.1842571E-01  6.8901111E+00
  8.1861123E-01  6.8963531E+00
  8.1879636E-01  6.9025919E+00
  8.1898109E-01  6.9088275E+00
